"corr_type","Name","Description","Summary","wtdprop","n_colleges","Label_rank","Survey","Survey_Name","Label","Group","Group_rev"
"Pooled","ACT16","Have you failed to complete homework on time?","ACT16.notatall",0.395825522217259,318,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT16","Have you failed to complete homework on time?","ACT16.occasionally",0.541404077321083,318,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT18","Have you felt discriminated against by faculty?","ACT18.frequently",0.0272002930671307,116,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT18","Have you felt discriminated against by faculty?","ACT18.notatall",0.74854229630308,116,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT18","Have you felt discriminated against by faculty?","ACT18.occasionally",0.224257410629789,116,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT19","Have you felt discriminated against by students?","ACT19.frequently",0.0243894984565543,116,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT19","Have you felt discriminated against by students?","ACT19.notatall",0.756655154497387,116,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT19","Have you felt discriminated against by students?","ACT19.occasionally",0.218955347046059,116,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT20","Have you felt faculty took a personal interest in your progress?","ACT20.frequently",0.492027780494962,139,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT20","Have you felt faculty took a personal interest in your progress?","ACT20.notatall",0.0605497407805928,139,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT20","Have you felt faculty took a personal interest in your progress?","ACT20.occasionally",0.447422478724445,139,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT26","Have you felt supported by my family?","ACT26.frequently",0.820268049058035,132,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT26","Have you felt supported by my family?","ACT26.notatall",0.0245290175749147,132,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT26","Have you felt supported by my family?","ACT26.occasionally",0.15520293336705,132,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT27","Have you felt your comments were not taken seriously by faculty?","ACT27.frequently",0.0955502732819573,242,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT27","Have you felt your comments were not taken seriously by faculty?","ACT27.notatall",0.422633196566186,242,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT27","Have you felt your comments were not taken seriously by faculty?","ACT27.occasionally",0.481816530151857,242,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT28","Have you had difficulty getting the courses you needed?","ACT28.frequently",0.091784532049353,98,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT28","Have you had difficulty getting the courses you needed?","ACT28.notatall",0.451662654228107,98,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT28","Have you had difficulty getting the courses you needed?","ACT28.occasionally",0.45655281372254,98,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT31","Have you have been a guest in professor's home?","ACT31.frequently",0.0602986424449753,318,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT31","Have you have been a guest in professor's home?","ACT31.notatall",0.541668714631645,318,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT31","Have you have been a guest in professor's home?","ACT31.occasionally",0.39803264292338,318,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT36","Have you met with an advisor/counselor about your career plans?","ACT36.frequently",0.185920036006301,98,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT36","Have you met with an advisor/counselor about your career plans?","ACT36.notatall",0.179131347985898,98,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT36","Have you met with an advisor/counselor about your career plans?","ACT36.occasionally",0.634948616007801,98,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT37","Have you met with faculty during office hours?","ACT37.frequently",0.293535155914809,168,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT37","Have you met with faculty during office hours?","ACT37.notatall",0.025811323345175,168,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT37","Have you met with faculty during office hours?","ACT37.occasionally",0.680653520740016,168,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT38","Have you met with faculty outside class or office hours?","ACT38.frequently",0.1686294945284,168,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT38","Have you met with faculty outside class or office hours?","ACT38.notatall",0.229720340455098,168,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT38","Have you met with faculty outside class or office hours?","ACT38.occasionally",0.601650165016502,168,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT40","Have you missed class due to employment?","ACT40.frequently",0.0255609248141098,258,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT40","Have you missed class due to employment?","ACT40.notatall",0.741733240049245,258,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT40","Have you missed class due to employment?","ACT40.occasionally",0.232705835136645,258,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT48","Have you performed community service as part of a class?","ACT48.frequently",0.0949864089398973,98,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT48","Have you performed community service as part of a class?","ACT48.notatall",0.500906070673513,98,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT48","Have you performed community service as part of a class?","ACT48.occasionally",0.40410752038659,98,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT55","Have you studied with other students?","ACT55.frequently",0.42413181192466,318,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT55","Have you studied with other students?","ACT55.notatall",0.0479485121901891,318,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT55","Have you studied with other students?","ACT55.occasionally",0.527919675885151,318,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT58","Have you took interdisciplinary courses?","ACT58.frequently",0.202878076247442,318,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT58","Have you took interdisciplinary courses?","ACT58.notatall",0.37720466507298,318,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT58","Have you took interdisciplinary courses?","ACT58.occasionally",0.419917258679578,318,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT70","Have you voted in a student election?","ACT70.frequently",0.231703406399023,318,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT70","Have you voted in a student election?","ACT70.notatall",0.322189005320451,318,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT70","Have you voted in a student election?","ACT70.occasionally",0.446107588280525,318,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT74","Have you worked on group projects in class?","ACT74.frequently",0.48441497976514,301,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT74","Have you worked on group projects in class?","ACT74.notatall",0.0351493639051488,301,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT74","Have you worked on group projects in class?","ACT74.occasionally",0.480435656329711,301,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","ACT75","Have you worked on independent study projects?","ACT75.frequently",0.183671317379871,318,3,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"Pooled","ACT75","Have you worked on independent study projects?","ACT75.notatall",0.428499403557565,318,1,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"Pooled","ACT75","Have you worked on independent study projects?","ACT75.occasionally",0.387829279062564,318,2,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"Pooled","COLACT02_9406","Have you attended racial/cultural awareness workshop?","COLACT02_9406.no",0.741205302869493,318,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT02_9406","Have you attended racial/cultural awareness workshop?","COLACT02_9406.yes",0.258794697130507,318,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT07_9406","Have you enrolled in honors or advanced courses?","COLACT07_9406.no",0.777839773568827,318,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT07_9406","Have you enrolled in honors or advanced courses?","COLACT07_9406.yes",0.222160226431173,318,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT11_9406","Have you had a part-time job off-campus?","COLACT11_9406.no",0.455107028900268,309,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT11_9406","Have you had a part-time job off-campus?","COLACT11_9406.yes",0.544892971099732,309,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT12_9406","Have you had a part-time job on campus?","COLACT12_9406.no",0.474297567813145,309,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT12_9406","Have you had a part-time job on campus?","COLACT12_9406.yes",0.525702432186855,309,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT13_9406","Have you had a roommate of different race/ethnicity?","COLACT13_9406.no",0.676154861940017,299,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT13_9406","Have you had a roommate of different race/ethnicity?","COLACT13_9406.yes",0.323845138059983,299,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT14_9406","Have you joined a fraternity or sorority?","COLACT14_9406.no",0.811212314184082,318,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT14_9406","Have you joined a fraternity or sorority?","COLACT14_9406.yes",0.188787685815918,318,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT15_9406","Have you participated in college internship program?","COLACT15_9406.no",0.715394226343131,56,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT15_9406","Have you participated in college internship program?","COLACT15_9406.yes",0.284605773656869,56,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT16_9406","Have you participated in study abroad program?","COLACT16_9406.no",0.786484991008438,202,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT16_9406","Have you participated in study abroad program?","COLACT16_9406.yes",0.213515008991562,202,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT17_9406","Have you participated in an ethnic/racial student organization?","COLACT17_9406.no",0.860388002289934,318,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT17_9406","Have you participated in an ethnic/racial student organization?","COLACT17_9406.yes",0.139611997710066,318,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT18_9406","Have you participated in an internship program?","COLACT18_9406.no",0.608000172463971,318,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT18_9406","Have you participated in an internship program?","COLACT18_9406.yes",0.391999827536029,318,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT19_9406","Have you participated in campus protests?","COLACT19_9406.no",0.908940820043232,197,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT19_9406","Have you participated in campus protests?","COLACT19_9406.yes",0.0910591799567682,197,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT21_9406","Have you participated in leadership training?","COLACT21_9406.no",0.787585468473227,318,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT21_9406","Have you participated in leadership training?","COLACT21_9406.yes",0.212414531526773,318,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT23_9406","Have you participated in student government?","COLACT23_9406.no",0.881547377832668,318,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT23_9406","Have you participated in student government?","COLACT23_9406.yes",0.118452622167332,318,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT27_9406","Have you taken a remedial course?","COLACT27_9406.no",0.933640894081971,318,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT27_9406","Have you taken a remedial course?","COLACT27_9406.yes",0.0663591059180293,318,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT32_9406","Have you transferred from a community college?","COLACT32_9406.no",0.890259817297426,209,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT32_9406","Have you transferred from a community college?","COLACT32_9406.yes",0.109740182702574,209,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT33_9406","Have you transferred from a four-year college?","COLACT33_9406.no",0.905860718946494,209,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT33_9406","Have you transferred from a four-year college?","COLACT33_9406.yes",0.0941392810535058,209,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT34_9406","Have you transferred from another college?","COLACT34_9406.no",0.8066659755339,278,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT34_9406","Have you transferred from another college?","COLACT34_9406.yes",0.1933340244661,278,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT36_9406","Have you voted in a state/national election?","COLACT36_9406.no",0.397813232176727,228,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT36_9406","Have you voted in a state/national election?","COLACT36_9406.yes",0.602186767823273,228,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT40_9406","Have you worked full-time while attending school?","COLACT40_9406.no",0.847542502074449,318,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT40_9406","Have you worked full-time while attending school?","COLACT40_9406.yes",0.152457497925551,318,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","COLACT41_9406","Have you worked on prof's research project?","COLACT41_9406.no",0.841388834089564,56,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","COLACT41_9406","Have you worked on prof's research project?","COLACT41_9406.yes",0.158611165910436,56,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","CSV","Since entering college, have you performed any community/volunteer service?","CSV.no",0.254202156945299,139,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","CSV","Since entering college, have you performed any community/volunteer service?","CSV.yes",0.745797843054701,139,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","CSVCOURSE","Since entering college, how many of your courses have included community service/service learning","CSVCOURSE.no",0.532547601951123,224,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","CSVCOURSE","Since entering college, how many of your courses have included community service/service learning","CSVCOURSE.yes",0.226541543896138,224,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","CSVHOW1","Have you done community/volunteer service as part of a class or course?","CSVHOW1.no",0.64527790329869,222,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","CSVHOW1","Have you done community/volunteer service as part of a class or course?","CSVHOW1.yes",0.35472209670131,222,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","CSVHOW2","Have you done community/volunteer service as part of a collegiate-sponsored activity (sorority, campus, org, etc.)?","CSVHOW2.no",0.546272914949984,222,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","CSVHOW2","Have you done community/volunteer service as part of a collegiate-sponsored activity (sorority, campus, org, etc.)?","CSVHOW2.yes",0.453727085050016,222,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","CSVHOW3","Have you done community/volunteer service independently through a non-collegiate group (church, family, etc.)?","CSVHOW3.no",0.587880882131434,222,1,"CSS","College Senior Survey","No","College Experiences","College Experiences"
"Pooled","CSVHOW3","Have you done community/volunteer service independently through a non-collegiate group (church, family, etc.)?","CSVHOW3.yes",0.412119117868566,222,2,"CSS","College Senior Survey","Yes","College Experiences","College Experiences"
"Pooled","FACPRV01","Has the faculty provided a letter of recommendation?","FACPRV01.frequently",0.267824840839148,311,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV01","Has the faculty provided a letter of recommendation?","FACPRV01.notatall",0.283259332346654,311,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV01","Has the faculty provided a letter of recommendation?","FACPRV01.occasionally",0.448915826814199,311,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV02","Has the faculty provided advice and guidance about your educational program?","FACPRV02.frequently",0.31406864049852,311,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV02","Has the faculty provided advice and guidance about your educational program?","FACPRV02.notatall",0.128798791275893,311,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV02","Has the faculty provided advice and guidance about your educational program?","FACPRV02.occasionally",0.557132568225587,311,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV04","Has the faculty provided encouragement to discuss coursework outside of class?","FACPRV04.frequently",0.447728936725018,311,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV04","Has the faculty provided encouragement to discuss coursework outside of class?","FACPRV04.notatall",0.0690069652987953,311,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV04","Has the faculty provided encouragement to discuss coursework outside of class?","FACPRV04.occasionally",0.483264097976187,311,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV05","Has the faculty provided an opportunity to publish?","FACPRV05.frequently",0.0568753061024586,311,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV05","Has the faculty provided an opportunity to publish?","FACPRV05.notatall",0.697937114310902,311,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV05","Has the faculty provided an opportunity to publish?","FACPRV05.occasionally",0.245187579586639,311,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV06","Has the faculty provided an opportunity to work on a research project?","FACPRV06.frequently",0.225875211689566,311,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV06","Has the faculty provided an opportunity to work on a research project?","FACPRV06.notatall",0.325061306862849,311,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV06","Has the faculty provided an opportunity to work on a research project?","FACPRV06.occasionally",0.449063481447585,311,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV07","Has the faculty provided assistance to improve your study skills?","FACPRV07.frequently",0.158123323346844,311,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV07","Has the faculty provided assistance to improve your study skills?","FACPRV07.notatall",0.339669858426834,311,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV07","Has the faculty provided assistance to improve your study skills?","FACPRV07.occasionally",0.502206818226321,311,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV08","Has the faculty provided emotional support and encouragement?","FACPRV08.frequently",0.272374927084027,311,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV08","Has the faculty provided emotional support and encouragement?","FACPRV08.notatall",0.194236408266812,311,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV08","Has the faculty provided emotional support and encouragement?","FACPRV08.occasionally",0.533388664649162,311,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV09","Has the faculty provided encouragement to pursue graduate/professional school?","FACPRV09.frequently",0.202110344053432,238,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV09","Has the faculty provided encouragement to pursue graduate/professional school?","FACPRV09.notatall",0.348992535219173,238,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV09","Has the faculty provided encouragement to pursue graduate/professional school?","FACPRV09.occasionally",0.448897120727395,238,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV10","Has the faculty provided encouragement to pursue graduate/professional study?","FACPRV10.frequently",0.322314256024939,275,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV10","Has the faculty provided encouragement to pursue graduate/professional study?","FACPRV10.notatall",0.223437312657368,275,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV10","Has the faculty provided encouragement to pursue graduate/professional study?","FACPRV10.occasionally",0.454248431317693,275,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV13","Has the faculty provided help in achieving your professional goals?","FACPRV13.frequently",0.302549671230927,258,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV13","Has the faculty provided help in achieving your professional goals?","FACPRV13.notatall",0.17855910999666,258,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV13","Has the faculty provided help in achieving your professional goals?","FACPRV13.occasionally",0.518891218772413,258,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV15","Has the faculty provided honest feedback about your skills and abilities?","FACPRV15.frequently",0.417851239669422,221,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV15","Has the faculty provided honest feedback about your skills and abilities?","FACPRV15.notatall",0.0828650137741047,221,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV15","Has the faculty provided honest feedback about your skills and abilities?","FACPRV15.occasionally",0.499283746556474,221,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV16","Has the faculty provided intellectual challenge and stimulation?","FACPRV16.frequently",0.477874301402098,311,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV16","Has the faculty provided intellectual challenge and stimulation?","FACPRV16.notatall",0.0519384253358172,311,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV16","Has the faculty provided intellectual challenge and stimulation?","FACPRV16.occasionally",0.470187273262085,311,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV17","Has the faculty provided negative feedback about your abilities and skills?","FACPRV17.frequently",0.060007554907992,215,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV17","Has the faculty provided negative feedback about your abilities and skills?","FACPRV17.notatall",0.479700681740507,215,1,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV17","Has the faculty provided negative feedback about your abilities and skills?","FACPRV17.occasionally",0.460291763351501,215,2,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"Pooled","FACPRV18","Has the faculty provided negative feedback about your academic work?","FACPRV18.frequently",0.0667060826531338,258,3,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
