corr_type,Name,Description,Summary,wtdprop,n_colleges,Label_rank,Survey,Survey_Name,Label,Group,Group_rev
Pooled,ACT40,Have you missed class due to employment?,ACT40.frequently,0.025560925,258,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,ACT48,Have you performed community service as part of a class?,ACT48.notatall,0.500906071,98,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,ACT48,Have you performed community service as part of a class?,ACT48.occasionally,0.40410752,98,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,ACT48,Have you performed community service as part of a class?,ACT48.frequently,0.094986409,98,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,ACT55,Have you studied with other students?,ACT55.notatall,0.047948512,318,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,ACT55,Have you studied with other students?,ACT55.occasionally,0.527919676,318,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,ACT55,Have you studied with other students?,ACT55.frequently,0.424131812,318,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,ACT58,Have you took interdisciplinary courses?,ACT58.notatall,0.377204665,318,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,ACT58,Have you took interdisciplinary courses?,ACT58.occasionally,0.419917259,318,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,ACT58,Have you took interdisciplinary courses?,ACT58.frequently,0.202878076,318,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,ACT70,Have you voted in a student election?,ACT70.notatall,0.322189005,318,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,ACT70,Have you voted in a student election?,ACT70.occasionally,0.446107588,318,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,ACT70,Have you voted in a student election?,ACT70.frequently,0.231703406,318,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,ACT74,Have you worked on group projects in class?,ACT74.notatall,0.035149364,301,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,ACT74,Have you worked on group projects in class?,ACT74.occasionally,0.480435656,301,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,ACT74,Have you worked on group projects in class?,ACT74.frequently,0.48441498,301,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,ACT75,Have you worked on independent study projects?,ACT75.notatall,0.428499404,318,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,ACT75,Have you worked on independent study projects?,ACT75.occasionally,0.387829279,318,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,ACT75,Have you worked on independent study projects?,ACT75.frequently,0.183671317,318,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,COLACT02_9406,Have you attended racial/cultural awareness workshop?,COLACT02_9406.no,0.741205303,318,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT02_9406,Have you attended racial/cultural awareness workshop?,COLACT02_9406.yes,0.258794697,318,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT07_9406,Have you enrolled in honors or advanced courses?,COLACT07_9406.no,0.777839774,318,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT07_9406,Have you enrolled in honors or advanced courses?,COLACT07_9406.yes,0.222160226,318,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT11_9406,Have you had a part-time job off-campus?,COLACT11_9406.no,0.455107029,309,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT11_9406,Have you had a part-time job off-campus?,COLACT11_9406.yes,0.544892971,309,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT12_9406,Have you had a part-time job on campus?,COLACT12_9406.no,0.474297568,309,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT12_9406,Have you had a part-time job on campus?,COLACT12_9406.yes,0.525702432,309,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT13_9406,Have you had a roommate of different race/ethnicity?,COLACT13_9406.no,0.676154862,299,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT13_9406,Have you had a roommate of different race/ethnicity?,COLACT13_9406.yes,0.323845138,299,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT14_9406,Have you joined a fraternity or sorority?,COLACT14_9406.no,0.811212314,318,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT14_9406,Have you joined a fraternity or sorority?,COLACT14_9406.yes,0.188787686,318,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT15_9406,Have you participated in college internship program?,COLACT15_9406.no,0.715394226,56,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT15_9406,Have you participated in college internship program?,COLACT15_9406.yes,0.284605774,56,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT16_9406,Have you participated in study abroad program?,COLACT16_9406.no,0.786484991,202,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT16_9406,Have you participated in study abroad program?,COLACT16_9406.yes,0.213515009,202,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT17_9406,Have you participated in an ethnic/racial student organization?,COLACT17_9406.no,0.860388002,318,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT17_9406,Have you participated in an ethnic/racial student organization?,COLACT17_9406.yes,0.139611998,318,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT18_9406,Have you participated in an internship program?,COLACT18_9406.no,0.608000172,318,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT18_9406,Have you participated in an internship program?,COLACT18_9406.yes,0.391999828,318,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT19_9406,Have you participated in campus protests?,COLACT19_9406.no,0.90894082,197,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT19_9406,Have you participated in campus protests?,COLACT19_9406.yes,0.09105918,197,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT21_9406,Have you participated in leadership training?,COLACT21_9406.no,0.787585468,318,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT21_9406,Have you participated in leadership training?,COLACT21_9406.yes,0.212414532,318,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT23_9406,Have you participated in student government?,COLACT23_9406.no,0.881547378,318,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT23_9406,Have you participated in student government?,COLACT23_9406.yes,0.118452622,318,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT27_9406,Have you taken a remedial course?,COLACT27_9406.no,0.933640894,318,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT27_9406,Have you taken a remedial course?,COLACT27_9406.yes,0.066359106,318,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT32_9406,Have you transferred from a community college?,COLACT32_9406.no,0.890259817,209,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT32_9406,Have you transferred from a community college?,COLACT32_9406.yes,0.109740183,209,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT33_9406,Have you transferred from a four-year college?,COLACT33_9406.no,0.905860719,209,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT33_9406,Have you transferred from a four-year college?,COLACT33_9406.yes,0.094139281,209,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT34_9406,Have you transferred from another college?,COLACT34_9406.no,0.806665976,278,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT34_9406,Have you transferred from another college?,COLACT34_9406.yes,0.193334024,278,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT36_9406,Have you voted in a state/national election?,COLACT36_9406.no,0.397813232,228,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT36_9406,Have you voted in a state/national election?,COLACT36_9406.yes,0.602186768,228,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT40_9406,Have you worked full-time while attending school?,COLACT40_9406.no,0.847542502,318,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT40_9406,Have you worked full-time while attending school?,COLACT40_9406.yes,0.152457498,318,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,COLACT41_9406,Have you worked on prof's research project?,COLACT41_9406.no,0.841388834,56,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,COLACT41_9406,Have you worked on prof's research project?,COLACT41_9406.yes,0.158611166,56,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,CSV,"Since entering college, have you performed any community/volunteer service?",CSV.no,0.254202157,139,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,CSV,"Since entering college, have you performed any community/volunteer service?",CSV.yes,0.745797843,139,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,CSVCOURSE,"Since entering college, how many of your courses have included community service/service learning",CSVCOURSE.no,0.532547602,224,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,CSVCOURSE,"Since entering college, how many of your courses have included community service/service learning",CSVCOURSE.yes,0.226541544,224,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,CSVHOW1,Have you done community/volunteer service as part of a class or course?,CSVHOW1.no,0.645277903,222,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,CSVHOW1,Have you done community/volunteer service as part of a class or course?,CSVHOW1.yes,0.354722097,222,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,CSVHOW2,"Have you done community/volunteer service as part of a collegiate-sponsored activity (sorority, campus, org, etc.)?",CSVHOW2.no,0.546272915,222,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,CSVHOW2,"Have you done community/volunteer service as part of a collegiate-sponsored activity (sorority, campus, org, etc.)?",CSVHOW2.yes,0.453727085,222,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,CSVHOW3,"Have you done community/volunteer service independently through a non-collegiate group (church, family, etc.)?",CSVHOW3.no,0.587880882,222,1,CSS,College Senior Survey,No,College Experiences,College Experiences
Pooled,CSVHOW3,"Have you done community/volunteer service independently through a non-collegiate group (church, family, etc.)?",CSVHOW3.yes,0.412119118,222,2,CSS,College Senior Survey,Yes,College Experiences,College Experiences
Pooled,GENACT07,"In the past year, have you discussed politics?",GENACT07.notatall,0.2520517,318,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,GENACT07,"In the past year, have you discussed politics?",GENACT07.occasionally,0.565990171,318,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,GENACT07,"In the past year, have you discussed politics?",GENACT07.frequently,0.181958129,318,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,GENACT18,"In the past year, have you felt lonely or homesick?",GENACT18.notatall,0.451264849,258,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,GENACT18,"In the past year, have you felt lonely or homesick?",GENACT18.occasionally,0.491703156,258,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,GENACT18,"In the past year, have you felt lonely or homesick?",GENACT18.frequently,0.057031995,258,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,GENACT31,"In the past year, have you sought personal counseling?",GENACT31.notatall,0.802513368,258,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,GENACT31,"In the past year, have you sought personal counseling?",GENACT31.occasionally,0.165540265,258,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,GENACT31,"In the past year, have you sought personal counseling?",GENACT31.frequently,0.031946367,258,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,GENACT35,"In the past year, have you visited a museum or art gallery?",GENACT35.notatall,0.334804336,280,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,GENACT35,"In the past year, have you visited a museum or art gallery?",GENACT35.occasionally,0.573065528,280,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,GENACT35,"In the past year, have you visited a museum or art gallery?",GENACT35.frequently,0.092130136,280,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,GENACT36,"In the past year, have you voted in state/national election?",GENACT36.notatall,0.426153664,199,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,GENACT36,"In the past year, have you voted in state/national election?",GENACT36.occasionally,0.371792084,199,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,GENACT36,"In the past year, have you voted in state/national election?",GENACT36.frequently,0.202054253,199,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,GENACT37,"In the past year, have you worked on a local, state, or national political campaign?",GENACT37.notatall,0.923338054,266,1,CSS,College Senior Survey,Not at all,Frequency Of Experiences,College Experiences
Pooled,GENACT37,"In the past year, have you worked on a local, state, or national political campaign?",GENACT37.occasionally,0.061631308,266,2,CSS,College Senior Survey,Occasionally,Frequency Of Experiences,College Experiences
Pooled,GENACT37,"In the past year, have you worked on a local, state, or national political campaign?",GENACT37.frequently,0.015030638,266,3,CSS,College Senior Survey,Frequently,Frequency Of Experiences,College Experiences
Pooled,MAJOR1A_9415,Primary undergraduate major 1 aggregated (1994-2015),MAJOR1A_9415.business,0.193663711,318,1,CSS,College Senior Survey,Business,College Experiences,College Experiences
Pooled,REENROLL_9406,"If you could make your college choice over, would you still choose to enroll at your current college?",REENROLL_9406.defno,0.039375517,318,1,CSS,College Senior Survey,Definitely no,College Satisfaction,College Success and Satisfaction
Pooled,REENROLL_9406,"If you could make your college choice over, would you still choose to enroll at your current college?",REENROLL_9406.probno,0.11709223,318,2,CSS,College Senior Survey,Probably no,College Satisfaction,College Success and Satisfaction
Pooled,REENROLL_9406,"If you could make your college choice over, would you still choose to enroll at your current college?",REENROLL_9406.dontknow,0.04209912,318,3,CSS,College Senior Survey,Dont know,College Satisfaction,College Success and Satisfaction
Pooled,REENROLL_9406,"If you could make your college choice over, would you still choose to enroll at your current college?",REENROLL_9406.probyes,0.386106383,318,4,CSS,College Senior Survey,Probably yes,College Satisfaction,College Success and Satisfaction
Pooled,REENROLL_9406,"If you could make your college choice over, would you still choose to enroll at your current college?",REENROLL_9406.defyes,0.415326751,318,5,CSS,College Senior Survey,Definitely yes,College Satisfaction,College Success and Satisfaction
Pooled,SATIS01_9406,How satisfied are you with the ability to find a faculty or staff mentor?,SATIS01_9406.cantrate,0.063251016,318,1,CSS,College Senior Survey,Cant rate,College Satisfaction,College Success and Satisfaction
Pooled,SATIS01_9406,How satisfied are you with the ability to find a faculty or staff mentor?,SATIS01_9406.dissatisfied,0.055112867,318,2,CSS,College Senior Survey,Dissatisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS01_9406,How satisfied are you with the ability to find a faculty or staff mentor?,SATIS01_9406.neutral,0.190856415,318,3,CSS,College Senior Survey,Neutral,College Satisfaction,College Success and Satisfaction
Pooled,SATIS01_9406,How satisfied are you with the ability to find a faculty or staff mentor?,SATIS01_9406.satisfied,0.442195635,318,4,CSS,College Senior Survey,Satisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS01_9406,How satisfied are you with the ability to find a faculty or staff mentor?,SATIS01_9406.verysatisfied,0.248584066,318,5,CSS,College Senior Survey,Very satisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS02_9406,How satisfied are you with the academic advising?,SATIS02_9406.cantrate,0.030192571,318,1,CSS,College Senior Survey,Cant rate,College Satisfaction,College Success and Satisfaction
Pooled,SATIS02_9406,How satisfied are you with the academic advising?,SATIS02_9406.dissatisfied,0.169165854,318,2,CSS,College Senior Survey,Dissatisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS02_9406,How satisfied are you with the academic advising?,SATIS02_9406.neutral,0.238893983,318,3,CSS,College Senior Survey,Neutral,College Satisfaction,College Success and Satisfaction
Pooled,SATIS02_9406,How satisfied are you with the academic advising?,SATIS02_9406.satisfied,0.394905248,318,4,CSS,College Senior Survey,Satisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS02_9406,How satisfied are you with the academic advising?,SATIS02_9406.verysatisfied,0.166842344,318,5,CSS,College Senior Survey,Very satisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS03_9406,How satisfied are you with the amount of contact with faculty?,SATIS03_9406.cantrate,0.007862174,309,1,CSS,College Senior Survey,Cant rate,College Satisfaction,College Success and Satisfaction
Pooled,SATIS03_9406,How satisfied are you with the amount of contact with faculty?,SATIS03_9406.dissatisfied,0.038650035,309,2,CSS,College Senior Survey,Dissatisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS03_9406,How satisfied are you with the amount of contact with faculty?,SATIS03_9406.neutral,0.180012002,309,3,CSS,College Senior Survey,Neutral,College Satisfaction,College Success and Satisfaction
Pooled,SATIS03_9406,How satisfied are you with the amount of contact with faculty?,SATIS03_9406.satisfied,0.480624973,309,4,CSS,College Senior Survey,Satisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS03_9406,How satisfied are you with the amount of contact with faculty?,SATIS03_9406.verysatisfied,0.292850815,309,5,CSS,College Senior Survey,Very satisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS05_9406,How satisfied are you with the campus health services?,SATIS05_9406.cantrate,0.169673215,318,1,CSS,College Senior Survey,Cant rate,College Satisfaction,College Success and Satisfaction
Pooled,SATIS05_9406,How satisfied are you with the campus health services?,SATIS05_9406.dissatisfied,0.167037382,318,2,CSS,College Senior Survey,Dissatisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS05_9406,How satisfied are you with the campus health services?,SATIS05_9406.neutral,0.245256643,318,3,CSS,College Senior Survey,Neutral,College Satisfaction,College Success and Satisfaction
Pooled,SATIS05_9406,How satisfied are you with the campus health services?,SATIS05_9406.satisfied,0.324955498,318,4,CSS,College Senior Survey,Satisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS05_9406,How satisfied are you with the campus health services?,SATIS05_9406.verysatisfied,0.093077262,318,5,CSS,College Senior Survey,Very satisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS06_9406,How satisfied are you with the career counseling and advising?,SATIS06_9406.cantrate,0.138692732,318,1,CSS,College Senior Survey,Cant rate,College Satisfaction,College Success and Satisfaction
Pooled,SATIS06_9406,How satisfied are you with the career counseling and advising?,SATIS06_9406.dissatisfied,0.159649106,318,2,CSS,College Senior Survey,Dissatisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS06_9406,How satisfied are you with the career counseling and advising?,SATIS06_9406.neutral,0.272409999,318,3,CSS,College Senior Survey,Neutral,College Satisfaction,College Success and Satisfaction
Pooled,SATIS06_9406,How satisfied are you with the career counseling and advising?,SATIS06_9406.satisfied,0.312478167,318,4,CSS,College Senior Survey,Satisfied,College Satisfaction,College Success and Satisfaction
Pooled,SATIS06_9406,How satisfied are you with the career counseling and advising?,SATIS06_9406.verysatisfied,0.116769996,318,5,CSS,College Senior Survey,Very satisfied,College Satisfaction,College Success and Satisfaction
