corr_type,Name,Description,Summary,wtdprop,n_colleges,Label_rank,Survey,Survey_Name,Label,Group,Group_rev
Pooled,REASON03,My parents wanted me to go,REASON03.somewhatimportant,0.423953647,351,2,TFS,The Freshman Survey,Somewhat important,Reasons For Attending College,College Choice
Pooled,REASON03,My parents wanted me to go,REASON03.veryimportant,0.336496221,351,3,TFS,The Freshman Survey,Very important,Reasons For Attending College,College Choice
Pooled,REASON04,There was nothing better to do,REASON04.notimportant,0.866379881,349,1,TFS,The Freshman Survey,Not important,Reasons For Attending College,College Choice
Pooled,REASON04,There was nothing better to do,REASON04.somewhatimportant,0.1021695,349,2,TFS,The Freshman Survey,Somewhat important,Reasons For Attending College,College Choice
Pooled,REASON04,There was nothing better to do,REASON04.veryimportant,0.031450619,349,3,TFS,The Freshman Survey,Very important,Reasons For Attending College,College Choice
Pooled,REASON05,To be able to get a better job,REASON05.notimportant,0.118024896,351,1,TFS,The Freshman Survey,Not important,Reasons For Attending College,College Choice
Pooled,REASON05,To be able to get a better job,REASON05.somewhatimportant,0.163861138,351,2,TFS,The Freshman Survey,Somewhat important,Reasons For Attending College,College Choice
Pooled,REASON05,To be able to get a better job,REASON05.veryimportant,0.718113965,351,3,TFS,The Freshman Survey,Very important,Reasons For Attending College,College Choice
Pooled,REASON06,To be able to make more money,REASON06.notimportant,0.074638071,351,1,TFS,The Freshman Survey,Not important,Reasons For Attending College,College Choice
Pooled,REASON06,To be able to make more money,REASON06.somewhatimportant,0.252752413,351,2,TFS,The Freshman Survey,Somewhat important,Reasons For Attending College,College Choice
Pooled,REASON06,To be able to make more money,REASON06.veryimportant,0.672609516,351,3,TFS,The Freshman Survey,Very important,Reasons For Attending College,College Choice
Pooled,REASON08,To gain a general education and appreciation of ideas,REASON08.notimportant,0.038044946,351,1,TFS,The Freshman Survey,Not important,Reasons For Attending College,College Choice
Pooled,REASON08,To gain a general education and appreciation of ideas,REASON08.somewhatimportant,0.296106512,351,2,TFS,The Freshman Survey,Somewhat important,Reasons For Attending College,College Choice
Pooled,REASON08,To gain a general education and appreciation of ideas,REASON08.veryimportant,0.665848542,351,3,TFS,The Freshman Survey,Very important,Reasons For Attending College,College Choice
Pooled,REASON09,To improve my reading and study skills,REASON09.notimportant,0.134381228,351,1,TFS,The Freshman Survey,Not important,Reasons For Attending College,College Choice
Pooled,REASON09,To improve my reading and study skills,REASON09.somewhatimportant,0.454809345,351,2,TFS,The Freshman Survey,Somewhat important,Reasons For Attending College,College Choice
Pooled,REASON09,To improve my reading and study skills,REASON09.veryimportant,0.410809427,351,3,TFS,The Freshman Survey,Very important,Reasons For Attending College,College Choice
Pooled,REASON10,To learn more about things that interest me,REASON10.notimportant,0.021280096,349,1,TFS,The Freshman Survey,Not important,Reasons For Attending College,College Choice
Pooled,REASON10,To learn more about things that interest me,REASON10.somewhatimportant,0.20192219,349,2,TFS,The Freshman Survey,Somewhat important,Reasons For Attending College,College Choice
Pooled,REASON10,To learn more about things that interest me,REASON10.veryimportant,0.776797715,349,3,TFS,The Freshman Survey,Very important,Reasons For Attending College,College Choice
Pooled,REASON11,To make me a more cultured person,REASON11.notimportant,0.137484242,349,1,TFS,The Freshman Survey,Not important,Reasons For Attending College,College Choice
Pooled,REASON11,To make me a more cultured person,REASON11.somewhatimportant,0.425631539,349,2,TFS,The Freshman Survey,Somewhat important,Reasons For Attending College,College Choice
Pooled,REASON11,To make me a more cultured person,REASON11.veryimportant,0.436884219,349,3,TFS,The Freshman Survey,Very important,Reasons For Attending College,College Choice
Pooled,REASON12,To prepare myself for graduate or professional school,REASON12.notimportant,0.132325106,337,1,TFS,The Freshman Survey,Not important,Reasons For Attending College,College Choice
Pooled,REASON12,To prepare myself for graduate or professional school,REASON12.somewhatimportant,0.287716864,337,2,TFS,The Freshman Survey,Somewhat important,Reasons For Attending College,College Choice
Pooled,REASON12,To prepare myself for graduate or professional school,REASON12.veryimportant,0.57995803,337,3,TFS,The Freshman Survey,Very important,Reasons For Attending College,College Choice
Pooled,REASON13,Wanted to get away from home,REASON13.notimportant,0.343799445,351,1,TFS,The Freshman Survey,Not important,Reasons For Attending College,College Choice
Pooled,REASON13,Wanted to get away from home,REASON13.somewhatimportant,0.455012023,351,2,TFS,The Freshman Survey,Somewhat important,Reasons For Attending College,College Choice
Pooled,REASON13,Wanted to get away from home,REASON13.veryimportant,0.201188531,351,3,TFS,The Freshman Survey,Very important,Reasons For Attending College,College Choice
Pooled,GOAL02,Becoming a community leader,GOAL02.notimportant,0.245344638,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL02,Becoming a community leader,GOAL02.somewhatimportant,0.411734401,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL02,Becoming a community leader,GOAL02.veryimportant,0.24827084,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL02,Becoming a community leader,GOAL02.essential,0.094650121,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL03,"Becoming accomplished in one of the performing arts (acting, dancing, etc.)",GOAL03.notimportant,0.643057397,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL03,"Becoming accomplished in one of the performing arts (acting, dancing, etc.)",GOAL03.somewhatimportant,0.217882741,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL03,"Becoming accomplished in one of the performing arts (acting, dancing, etc.)",GOAL03.veryimportant,0.080590088,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL03,"Becoming accomplished in one of the performing arts (acting, dancing, etc.)",GOAL03.essential,0.058469774,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL04,Becoming an authority in my field,GOAL04.notimportant,0.077574762,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL04,Becoming an authority in my field,GOAL04.somewhatimportant,0.299874342,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL04,Becoming an authority in my field,GOAL04.veryimportant,0.409185001,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL04,Becoming an authority in my field,GOAL04.essential,0.213365895,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL06,Becoming involved in programs to clean up the environment,GOAL06.notimportant,0.331376942,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL06,Becoming involved in programs to clean up the environment,GOAL06.somewhatimportant,0.478379099,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL06,Becoming involved in programs to clean up the environment,GOAL06.veryimportant,0.145685315,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL06,Becoming involved in programs to clean up the environment,GOAL06.essential,0.044558644,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL07,Becoming successful in a business of my own,GOAL07.notimportant,0.32987853,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL07,Becoming successful in a business of my own,GOAL07.somewhatimportant,0.295800633,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL07,Becoming successful in a business of my own,GOAL07.veryimportant,0.222289003,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL07,Becoming successful in a business of my own,GOAL07.essential,0.152031834,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL08,Being very well off financially,GOAL08.notimportant,0.054356036,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL08,Being very well off financially,GOAL08.somewhatimportant,0.247748131,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL08,Being very well off financially,GOAL08.veryimportant,0.373007007,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL08,Being very well off financially,GOAL08.essential,0.324888825,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL09,"Creating artistic works (painting, sculpture, etc.)",GOAL09.notimportant,0.648137789,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL09,"Creating artistic works (painting, sculpture, etc.)",GOAL09.somewhatimportant,0.216024848,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL09,"Creating artistic works (painting, sculpture, etc.)",GOAL09.veryimportant,0.085313777,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL09,"Creating artistic works (painting, sculpture, etc.)",GOAL09.essential,0.050523585,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL10,Developing a meaningful philosophy of life,GOAL10.notimportant,0.209818393,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL10,Developing a meaningful philosophy of life,GOAL10.somewhatimportant,0.330406217,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL10,Developing a meaningful philosophy of life,GOAL10.veryimportant,0.278536269,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL10,Developing a meaningful philosophy of life,GOAL10.essential,0.181239121,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL11,Having administrative responsibility for the work of others,GOAL11.notimportant,0.206001113,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL11,Having administrative responsibility for the work of others,GOAL11.somewhatimportant,0.42895212,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL11,Having administrative responsibility for the work of others,GOAL11.veryimportant,0.280064449,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL11,Having administrative responsibility for the work of others,GOAL11.essential,0.084982318,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL12,Helping others who are in difficulty,GOAL12.notimportant,0.041929578,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL12,Helping others who are in difficulty,GOAL12.somewhatimportant,0.320648452,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL12,Helping others who are in difficulty,GOAL12.veryimportant,0.419738171,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL12,Helping others who are in difficulty,GOAL12.essential,0.217683799,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL13,Helping to promote racial understanding,GOAL13.notimportant,0.236619703,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL13,Helping to promote racial understanding,GOAL13.somewhatimportant,0.435535149,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL13,Helping to promote racial understanding,GOAL13.veryimportant,0.236111235,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL13,Helping to promote racial understanding,GOAL13.essential,0.091733912,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL15,Influencing social values,GOAL15.notimportant,0.181384552,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL15,Influencing social values,GOAL15.somewhatimportant,0.427401086,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL15,Influencing social values,GOAL15.veryimportant,0.297985031,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL15,Influencing social values,GOAL15.essential,0.093229331,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL16,Influencing the political structure,GOAL16.notimportant,0.420724047,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL16,Influencing the political structure,GOAL16.somewhatimportant,0.400605893,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL16,Influencing the political structure,GOAL16.veryimportant,0.127176234,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL16,Influencing the political structure,GOAL16.essential,0.051493825,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL17,Integrating spirituality into my life,GOAL17.notimportant,0.222041275,337,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL17,Integrating spirituality into my life,GOAL17.somewhatimportant,0.301780243,337,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL17,Integrating spirituality into my life,GOAL17.veryimportant,0.225991514,337,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL17,Integrating spirituality into my life,GOAL17.essential,0.250186968,337,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL18,Keeping up to date with political affairs,GOAL18.notimportant,0.246437437,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL18,Keeping up to date with political affairs,GOAL18.somewhatimportant,0.425002786,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL18,Keeping up to date with political affairs,GOAL18.veryimportant,0.242108969,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL18,Keeping up to date with political affairs,GOAL18.essential,0.086450808,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL19,Making a theoretical contribution to science,GOAL19.notimportant,0.521510634,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL19,Making a theoretical contribution to science,GOAL19.somewhatimportant,0.308319974,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL19,Making a theoretical contribution to science,GOAL19.veryimportant,0.123678351,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL19,Making a theoretical contribution to science,GOAL19.essential,0.046491041,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL20,Obtaining recognition from my colleagues for contributions to my special field,GOAL20.notimportant,0.105486547,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL20,Obtaining recognition from my colleagues for contributions to my special field,GOAL20.somewhatimportant,0.37342156,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL20,Obtaining recognition from my colleagues for contributions to my special field,GOAL20.veryimportant,0.375539318,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL20,Obtaining recognition from my colleagues for contributions to my special field,GOAL20.essential,0.145552575,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL21,Participating in a community action program,GOAL21.notimportant,0.274232326,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL21,Participating in a community action program,GOAL21.somewhatimportant,0.469111378,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL21,Participating in a community action program,GOAL21.veryimportant,0.200502631,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL21,Participating in a community action program,GOAL21.essential,0.056153664,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL23,Raising a family,GOAL23.notimportant,0.070975775,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL23,Raising a family,GOAL23.somewhatimportant,0.181551509,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL23,Raising a family,GOAL23.veryimportant,0.348508709,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL23,Raising a family,GOAL23.essential,0.398964006,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,GOAL24,"Writing original works (poems, novels, etc.)",GOAL24.notimportant,0.618900673,351,1,TFS,The Freshman Survey,Not important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL24,"Writing original works (poems, novels, etc.)",GOAL24.somewhatimportant,0.236257522,351,2,TFS,The Freshman Survey,Somewhat important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL24,"Writing original works (poems, novels, etc.)",GOAL24.veryimportant,0.08993685,351,3,TFS,The Freshman Survey,Very important,Importance Of Personal Goals,Goals and Views
Pooled,GOAL24,"Writing original works (poems, novels, etc.)",GOAL24.essential,0.054904955,351,4,TFS,The Freshman Survey,Essential,Importance Of Personal Goals,Goals and Views
Pooled,POLIVIEW,How would you characterize your political views?,POLIVIEW.farright,0.015428851,351,1,TFS,The Freshman Survey,Far right,Social And Political Views,Goals and Views
Pooled,POLIVIEW,How would you characterize your political views?,POLIVIEW.conservative,0.225888183,351,2,TFS,The Freshman Survey,Conservative,Social And Political Views,Goals and Views
Pooled,POLIVIEW,How would you characterize your political views?,POLIVIEW.middleoftheroad,0.490414931,351,3,TFS,The Freshman Survey,Middle of the road,Social And Political Views,Goals and Views
Pooled,POLIVIEW,How would you characterize your political views?,POLIVIEW.liberal,0.245653997,351,4,TFS,The Freshman Survey,Liberal,Social And Political Views,Goals and Views
Pooled,POLIVIEW,How would you characterize your political views?,POLIVIEW.farleft,0.022614037,351,5,TFS,The Freshman Survey,Far left,Social And Political Views,Goals and Views
Pooled,VIEW19,"Realistically, an individual can do little to bring about changes in our society",VIEW19.disagreestrongly,0.313880516,351,1,TFS,The Freshman Survey,Disagree strongly,Social And Political Views,Goals and Views
Pooled,VIEW19,"Realistically, an individual can do little to bring about changes in our society",VIEW19.disagreesomewhat,0.422753343,351,2,TFS,The Freshman Survey,Disagree somewhat,Social And Political Views,Goals and Views
Pooled,VIEW19,"Realistically, an individual can do little to bring about changes in our society",VIEW19.agreesomewhat,0.217850862,351,3,TFS,The Freshman Survey,Agree somewhat,Social And Political Views,Goals and Views
Pooled,VIEW19,"Realistically, an individual can do little to bring about changes in our society",VIEW19.agreestrongly,0.045515279,351,4,TFS,The Freshman Survey,Agree strongly,Social And Political Views,Goals and Views
Pooled,VIEW31,Wealthy people should pay a larger share of taxes than they do now,VIEW31.disagreestrongly,0.142795334,351,1,TFS,The Freshman Survey,Disagree strongly,Social And Political Views,Goals and Views
Pooled,VIEW31,Wealthy people should pay a larger share of taxes than they do now,VIEW31.disagreesomewhat,0.292752905,351,2,TFS,The Freshman Survey,Disagree somewhat,Social And Political Views,Goals and Views
Pooled,VIEW31,Wealthy people should pay a larger share of taxes than they do now,VIEW31.agreesomewhat,0.376728546,351,3,TFS,The Freshman Survey,Agree somewhat,Social And Political Views,Goals and Views
Pooled,VIEW31,Wealthy people should pay a larger share of taxes than they do now,VIEW31.agreestrongly,0.187723214,351,4,TFS,The Freshman Survey,Agree strongly,Social And Political Views,Goals and Views
Pooled,FUTACT01,Be elected to an academic honor society,FUTACT01.nochance,0.134580181,336,1,TFS,The Freshman Survey,No chance,Plans For College,Plans During College
Pooled,FUTACT01,Be elected to an academic honor society,FUTACT01.verylittlechance,0.307042026,336,2,TFS,The Freshman Survey,Very little chance,Plans For College,Plans During College
Pooled,FUTACT01,Be elected to an academic honor society,FUTACT01.somechance,0.44083151,336,3,TFS,The Freshman Survey,Some chance,Plans For College,Plans During College
Pooled,FUTACT01,Be elected to an academic honor society,FUTACT01.verygoodchance,0.117546284,336,4,TFS,The Freshman Survey,Very good chance,Plans For College,Plans During College
Pooled,FUTACT02,Be elected to student office,FUTACT02.nochance,0.259188945,336,1,TFS,The Freshman Survey,No chance,Plans For College,Plans During College
Pooled,FUTACT02,Be elected to student office,FUTACT02.verylittlechance,0.423103743,336,2,TFS,The Freshman Survey,Very little chance,Plans For College,Plans During College
Pooled,FUTACT02,Be elected to student office,FUTACT02.somechance,0.280677537,336,3,TFS,The Freshman Survey,Some chance,Plans For College,Plans During College
Pooled,FUTACT02,Be elected to student office,FUTACT02.verygoodchance,0.037029775,336,4,TFS,The Freshman Survey,Very good chance,Plans For College,Plans During College
Pooled,FUTACT03,Be satisfied with your college,FUTACT03.nochance,0.010136219,351,1,TFS,The Freshman Survey,No chance,Plans For College,Plans During College
Pooled,FUTACT03,Be satisfied with your college,FUTACT03.verylittlechance,0.031347363,351,2,TFS,The Freshman Survey,Very little chance,Plans For College,Plans During College
Pooled,FUTACT03,Be satisfied with your college,FUTACT03.somechance,0.405155543,351,3,TFS,The Freshman Survey,Some chance,Plans For College,Plans During College
Pooled,FUTACT03,Be satisfied with your college,FUTACT03.verygoodchance,0.553360875,351,4,TFS,The Freshman Survey,Very good chance,Plans For College,Plans During College
Pooled,FUTACT04,Change career choice,FUTACT04.nochance,0.122882704,351,1,TFS,The Freshman Survey,No chance,Plans For College,Plans During College
