Name,Description,Summary,wtdprop,n_colleges
COLACT07_9406,Act in College: Enrolled in honors or advanced courses,COLACT07_9406.yes,0.223750449726294,318
COLACT11_9406,Act in College: Had a part-time job off-campus,COLACT11_9406.yes,0.543025487869123,309
COLACT12_9406,Act in College: Had a part-time job on campus,COLACT12_9406.yes,0.530301259201943,309
COLACT13_9406,Act in College: Had a roommate of different race/ethnicity,COLACT13_9406.yes,0.324910565995611,299
COLACT14_9406,Act in College: Joined a fraternity or sorority,COLACT14_9406.yes,0.190036996345805,318
COLACT15_9406,Act in College: Participated in college internship program,COLACT15_9406.yes,0.308097067345502,56
COLACT16_9406,Act in College: Participated in study abroad program,COLACT16_9406.yes,0.222544985804923,202
COLACT17_9406,Act in College: Participated in an ethnic/racial student organization,COLACT17_9406.yes,0.14028310086361,318
COLACT18_9406,Act in College: Participated In an internship program,COLACT18_9406.yes,0.396154621393831,318
COLACT19_9406,Act in College: Participated in campus protests,COLACT19_9406.yes,0.0970311858184918,197
COLACT21_9406,Act in College: Participated in leadership training,COLACT21_9406.yes,0.214026852220709,318
COLACT23_9406,Act in College: Participated in student government,COLACT23_9406.yes,0.11901031513608,318
COLACT27_9406,Act in College: Taken a remedial course,COLACT27_9406.yes,0.0656989479143775,318
COLACT32_9406,Act in College: Transferred from a Community College,COLACT32_9406.yes,0.104454388628683,209
COLACT33_9406,Act in College: Transferred from a Four-year College,COLACT33_9406.yes,0.0886030306963806,209
COLACT34_9406,Act in College: Transferred from another college,COLACT34_9406.yes,0.189795455387071,278
COLACT36_9406,Act in College: Voted in a state/national election,COLACT36_9406.yes,0.61562199478735,228
COLACT40_9406,Act in College: Worked full-time while attending school,COLACT40_9406.yes,0.15065148103878,318
COLACT41_9406,Act in College: Worked on prof's research project,COLACT41_9406.yes,0.173590368510739,56
CSV,"Since entering college, have you performed any community/volunteer service?",CSV.yes,0.760209949143888,139
CSVCOURSE,"Since entering college, how many of your courses have included community service/service learning",CSVCOURSE.yes,0.225991950440092,224
CSVHOW1,CSV Performed: As part of a class or course,CSVHOW1.yes,0.372376011055725,222
CSVHOW2,"CSV Performed: As part of a collegiate-sponsored activity (sorority, campus, org, etc.)",CSVHOW2.yes,0.470771613816668,222
CSVHOW3,"CSV Performed: Independently through a non-collegiate group (church, family, etc.)",CSVHOW3.yes,0.420480074235279,222
FACPRV01,Faculty Provide: A letter of recommendation,FACPRV01.notatall,0.285487497734634,311
FACPRV01,Faculty Provide: A letter of recommendation,FACPRV01.occasionally,0.446363828000784,311
FACPRV01,Faculty Provide: A letter of recommendation,FACPRV01.frequently,0.268148674264582,311
FACPRV02,Faculty Provide: Advice and guidance about your educational program,FACPRV02.notatall,0.134963161762169,311
FACPRV02,Faculty Provide: Advice and guidance about your educational program,FACPRV02.occasionally,0.55497864857014,311
FACPRV02,Faculty Provide: Advice and guidance about your educational program,FACPRV02.frequently,0.310058189667691,311
FACPRV04,Faculty Provide: Encouragement to discuss coursework outside of class,FACPRV04.notatall,0.0711714274357142,311
FACPRV04,Faculty Provide: Encouragement to discuss coursework outside of class,FACPRV04.occasionally,0.47999753552724,311
FACPRV04,Faculty Provide: Encouragement to discuss coursework outside of class,FACPRV04.frequently,0.448831037037046,311
FACPRV05,Faculty Provide: An opportunity to publish,FACPRV05.notatall,0.700432505268009,311
FACPRV05,Faculty Provide: An opportunity to publish,FACPRV05.occasionally,0.243202256636857,311
FACPRV05,Faculty Provide: An opportunity to publish,FACPRV05.frequently,0.0563652380951339,311
FACPRV06,Faculty Provide: An opportunity to work on a research project,FACPRV06.notatall,0.326909865395463,311
FACPRV06,Faculty Provide: An opportunity to work on a research project,FACPRV06.occasionally,0.449764668294649,311
FACPRV06,Faculty Provide: An opportunity to work on a research project,FACPRV06.frequently,0.223325466309889,311
FACPRV07,Faculty Provide: Assistance to improve your study skills,FACPRV07.notatall,0.343386618302779,311
FACPRV07,Faculty Provide: Assistance to improve your study skills,FACPRV07.occasionally,0.500137895115589,311
FACPRV07,Faculty Provide: Assistance to improve your study skills,FACPRV07.frequently,0.156475486581632,311
FACPRV08,Faculty Provide: Emotional support and encouragement,FACPRV08.notatall,0.203926717921279,311
FACPRV08,Faculty Provide: Emotional support and encouragement,FACPRV08.occasionally,0.527861628239394,311
FACPRV08,Faculty Provide: Emotional support and encouragement,FACPRV08.frequently,0.268211653839327,311
FACPRV09,Faculty Provide: Encouragement to pursue graduate/professional school,FACPRV09.notatall,0.325354517542631,238
FACPRV09,Faculty Provide: Encouragement to pursue graduate/professional school,FACPRV09.occasionally,0.456609006440247,238
FACPRV09,Faculty Provide: Encouragement to pursue graduate/professional school,FACPRV09.frequently,0.218036476017122,238
FACPRV10,Faculty Provide: Encouragement to pursue graduate/professional study,FACPRV10.notatall,0.222830435292193,275
FACPRV10,Faculty Provide: Encouragement to pursue graduate/professional study,FACPRV10.occasionally,0.453845812495547,275
FACPRV10,Faculty Provide: Encouragement to pursue graduate/professional study,FACPRV10.frequently,0.32332375221226,275
FACPRV13,Faculty Provide: Help in achieving your professional goals,FACPRV13.notatall,0.179067234296056,258
FACPRV13,Faculty Provide: Help in achieving your professional goals,FACPRV13.occasionally,0.517157043116041,258
FACPRV13,Faculty Provide: Help in achieving your professional goals,FACPRV13.frequently,0.303775722587903,258
FACPRV15,Faculty Provide: Honest feedback about your skills and abilities,FACPRV15.notatall,0.0846643689237566,221
FACPRV15,Faculty Provide: Honest feedback about your skills and abilities,FACPRV15.occasionally,0.485363476161918,221
FACPRV15,Faculty Provide: Honest feedback about your skills and abilities,FACPRV15.frequently,0.429972154914325,221
FACPRV16,Faculty Provide: Intellectual challenge and stimulation,FACPRV16.notatall,0.0575847823147939,311
FACPRV16,Faculty Provide: Intellectual challenge and stimulation,FACPRV16.occasionally,0.465508308598641,311
FACPRV16,Faculty Provide: Intellectual challenge and stimulation,FACPRV16.frequently,0.476906909086565,311
FACPRV17,Faculty Provide: Negative feedback about your abilities and skills,FACPRV17.notatall,0.482898427304609,215
FACPRV17,Faculty Provide: Negative feedback about your abilities and skills,FACPRV17.occasionally,0.456846153255901,215
FACPRV17,Faculty Provide: Negative feedback about your abilities and skills,FACPRV17.frequently,0.06025541943949,215
FACPRV18,Faculty Provide: Negative Feedback about your Academic Work,FACPRV18.notatall,0.410301805034505,258
FACPRV18,Faculty Provide: Negative Feedback about your Academic Work,FACPRV18.occasionally,0.523202213309521,258
FACPRV18,Faculty Provide: Negative Feedback about your Academic Work,FACPRV18.frequently,0.0664959816559737,258
FACPRV19,Faculty Provide: Respect (treated you like a colleague/peer),FACPRV19.notatall,0.046245479672215,311
FACPRV19,Faculty Provide: Respect (treated you like a colleague/peer),FACPRV19.occasionally,0.374232786782433,311
FACPRV19,Faculty Provide: Respect (treated you like a colleague/peer),FACPRV19.frequently,0.579521733545352,311
GENACT04,Act in Part Year: Been lonely or homesick,GENACT04.notatall,0.412655245977693,246
GENACT04,Act in Part Year: Been lonely or homesick,GENACT04.occasionally,0.528854824207641,246
GENACT04,Act in Part Year: Been lonely or homesick,GENACT04.frequently,0.0584899298146663,246
GENACT07,Act in Past Year: Discussed politics,GENACT07.notatall,0.250345144103516,318
GENACT07,Act in Past Year: Discussed politics,GENACT07.occasionally,0.565312734647803,318
GENACT07,Act in Past Year: Discussed politics,GENACT07.frequently,0.184342121248681,318
GENACT15,Act in Part Year: Felt depressed,GENACT15.notatall,0.357564555483766,318
GENACT15,Act in Part Year: Felt depressed,GENACT15.occasionally,0.565477154672371,318
GENACT15,Act in Part Year: Felt depressed,GENACT15.frequently,0.0769582898438632,318
GENACT18,Act in Past Year: Felt lonely or homesick,GENACT18.notatall,0.444990162248093,258
GENACT18,Act in Past Year: Felt lonely or homesick,GENACT18.occasionally,0.497201896932282,258
GENACT18,Act in Past Year: Felt lonely or homesick,GENACT18.frequently,0.0578079408196254,258
GENACT19,Act in Part Year: Felt overwhelmed by all I had to do,GENACT19.notatall,0.0764012775369791,318
GENACT19,Act in Part Year: Felt overwhelmed by all I had to do,GENACT19.occasionally,0.579880002563187,318
GENACT19,Act in Part Year: Felt overwhelmed by all I had to do,GENACT19.frequently,0.343718719899834,318
GENACT22,Act in Part Year: Participated in organized demonstrations,GENACT22.notatall,0.80397138031119,318
GENACT22,Act in Part Year: Participated in organized demonstrations,GENACT22.occasionally,0.173246973922302,318
GENACT22,Act in Part Year: Participated in organized demonstrations,GENACT22.frequently,0.0227816457665083,318
GENACT26,Act in Part Year: Performed volunteer work,GENACT26.notatall,0.270566698799799,318
GENACT26,Act in Part Year: Performed volunteer work,GENACT26.occasionally,0.557110293158977,318
GENACT26,Act in Part Year: Performed volunteer work,GENACT26.frequently,0.172323008041224,318
GENACT28,Act in Part Year: Received career/vocational counseling,GENACT28.notatall,0.430565935699816,56
GENACT28,Act in Part Year: Received career/vocational counseling,GENACT28.occasionally,0.499362564683433,56
GENACT28,Act in Part Year: Received career/vocational counseling,GENACT28.frequently,0.0700714996167507,56
GENACT30,Act in Part Year: Socialized with someone of another racial/ethnic group,GENACT30.notatall,0.0466043589726496,318
GENACT30,Act in Part Year: Socialized with someone of another racial/ethnic group,GENACT30.occasionally,0.48502049419974,318
GENACT30,Act in Part Year: Socialized with someone of another racial/ethnic group,GENACT30.frequently,0.468375146827611,318
GENACT31,Act in Past Year: Sought personal counseling,GENACT31.notatall,0.800023635255301,258
GENACT31,Act in Past Year: Sought personal counseling,GENACT31.occasionally,0.167431045310027,258
GENACT31,Act in Past Year: Sought personal counseling,GENACT31.frequently,0.0325453194346716,258
GENACT35,Act in Past Year: Visited a museum or art gallery,GENACT35.notatall,0.323490746448774,280
GENACT35,Act in Past Year: Visited a museum or art gallery,GENACT35.occasionally,0.582612308263538,280
GENACT35,Act in Past Year: Visited a museum or art gallery,GENACT35.frequently,0.0938969452876878,280
GENACT36,Act in Past Year: Voted in state/national election,GENACT36.notatall,0.416696221471953,199
GENACT36,Act in Past Year: Voted in state/national election,GENACT36.occasionally,0.378942093417461,199
GENACT36,Act in Past Year: Voted in state/national election,GENACT36.frequently,0.204361685110586,199
GENACT37,"Act in Past Year: Worked on a local, state, or national political campaign",GENACT37.notatall,0.923293879179974,266
GENACT37,"Act in Past Year: Worked on a local, state, or national political campaign",GENACT37.occasionally,0.0615951868001209,266
GENACT37,"Act in Past Year: Worked on a local, state, or national political campaign",GENACT37.frequently,0.015110934019905,266
GOAL02,Goal: Becoming a community leader,GOAL02.notimportant,0.251700608445368,318
GOAL02,Goal: Becoming a community leader,GOAL02.somewhatimportant,0.40083950234909,318
GOAL02,Goal: Becoming a community leader,GOAL02.veryimportant,0.248609627711707,318
GOAL02,Goal: Becoming a community leader,GOAL02.essential,0.0988502614938351,318
GOAL03,"Goal: Becoming accomplished in one of the performing arts (acting, dancing, etc.)",GOAL03.notimportant,0.618673860618218,318
GOAL03,"Goal: Becoming accomplished in one of the performing arts (acting, dancing, etc.)",GOAL03.somewhatimportant,0.231358557667816,318
GOAL03,"Goal: Becoming accomplished in one of the performing arts (acting, dancing, etc.)",GOAL03.veryimportant,0.0872957302786815,318
GOAL03,"Goal: Becoming accomplished in one of the performing arts (acting, dancing, etc.)",GOAL03.essential,0.0626718514352845,318
GOAL04,Goal: Becoming an authority in my field,GOAL04.notimportant,0.081578757810594,318
GOAL04,Goal: Becoming an authority in my field,GOAL04.somewhatimportant,0.272646388873055,318
GOAL04,Goal: Becoming an authority in my field,GOAL04.veryimportant,0.415610947973371,318
GOAL04,Goal: Becoming an authority in my field,GOAL04.essential,0.23016390534298,318
GOAL05,Goal: Becoming involved in programs to clean up the environment,GOAL05.notimportant,0.284175730278971,318
GOAL05,Goal: Becoming involved in programs to clean up the environment,GOAL05.somewhatimportant,0.484136460162487,318
GOAL05,Goal: Becoming involved in programs to clean up the environment,GOAL05.veryimportant,0.17403921812754,318
GOAL05,Goal: Becoming involved in programs to clean up the environment,GOAL05.essential,0.0576485914310021,318
GOAL06,Goal: Becoming successful in a business of my own,GOAL06.notimportant,0.3785724644953,318
GOAL06,Goal: Becoming successful in a business of my own,GOAL06.somewhatimportant,0.285390049242174,318
GOAL06,Goal: Becoming successful in a business of my own,GOAL06.veryimportant,0.206268494216906,318
GOAL06,Goal: Becoming successful in a business of my own,GOAL06.essential,0.12976899204562,318
GOAL07,Goal: Being very well off financially,GOAL07.notimportant,0.100538708785685,318
GOAL07,Goal: Being very well off financially,GOAL07.somewhatimportant,0.334665241613889,318
GOAL07,Goal: Being very well off financially,GOAL07.veryimportant,0.348280110276246,318
GOAL07,Goal: Being very well off financially,GOAL07.essential,0.21651593932418,318
GOAL08,"Goal: Creating artistic work (paintings, sculpture, etc.)",GOAL08.notimportant,0.573404120134565,318
GOAL08,"Goal: Creating artistic work (paintings, sculpture, etc.)",GOAL08.somewhatimportant,0.248151787756024,318
GOAL08,"Goal: Creating artistic work (paintings, sculpture, etc.)",GOAL08.veryimportant,0.109208152313009,318
GOAL08,"Goal: Creating artistic work (paintings, sculpture, etc.)",GOAL08.essential,0.0692359397964007,318
GOAL09,Goal: Developing a meaningful philosophy of life,GOAL09.notimportant,0.153401022447141,318
GOAL09,Goal: Developing a meaningful philosophy of life,GOAL09.somewhatimportant,0.281801572261788,318
GOAL09,Goal: Developing a meaningful philosophy of life,GOAL09.veryimportant,0.315863902513457,318
GOAL09,Goal: Developing a meaningful philosophy of life,GOAL09.essential,0.248933502777614,318
GOAL10,Goal: Having administrative responsibility for the work of others,GOAL10.notimportant,0.225032222597429,318
GOAL10,Goal: Having administrative responsibility for the work of others,GOAL10.somewhatimportant,0.380908395083234,318
GOAL10,Goal: Having administrative responsibility for the work of others,GOAL10.veryimportant,0.29823308952293,318
GOAL10,Goal: Having administrative responsibility for the work of others,GOAL10.essential,0.095826292796407,318
GOAL11,Goal: Helping others who are in difficulty,GOAL11.notimportant,0.0236025114879863,318
GOAL11,Goal: Helping others who are in difficulty,GOAL11.somewhatimportant,0.241297325911189,318
GOAL11,Goal: Helping others who are in difficulty,GOAL11.veryimportant,0.465226759016154,318
GOAL11,Goal: Helping others who are in difficulty,GOAL11.essential,0.269873403584671,318
GOAL12,Goal: Helping to promote racial understanding,GOAL12.notimportant,0.20833873842055,318
GOAL12,Goal: Helping to promote racial understanding,GOAL12.somewhatimportant,0.408230287500181,318
GOAL12,Goal: Helping to promote racial understanding,GOAL12.veryimportant,0.266144673934047,318
GOAL12,Goal: Helping to promote racial understanding,GOAL12.essential,0.117286300145222,318
GOAL15,Goal: Influencing social values,GOAL15.notimportant,0.146814434233866,318
GOAL15,Goal: Influencing social values,GOAL15.somewhatimportant,0.364652267224718,318
GOAL15,Goal: Influencing social values,GOAL15.veryimportant,0.360223356661665,318
GOAL15,Goal: Influencing social values,GOAL15.essential,0.128309941879751,318
GOAL16,Goal: Influencing the political structure,GOAL16.notimportant,0.419490075165669,318
GOAL16,Goal: Influencing the political structure,GOAL16.somewhatimportant,0.374036053749543,318
GOAL16,Goal: Influencing the political structure,GOAL16.veryimportant,0.149507575465954,318
GOAL16,Goal: Influencing the political structure,GOAL16.essential,0.0569662956188336,318
GOAL18,Goal: Keeping up to date with political affairs,GOAL18.notimportant,0.168123469773851,318
GOAL18,Goal: Keeping up to date with political affairs,GOAL18.somewhatimportant,0.403460450160245,318
GOAL18,Goal: Keeping up to date with political affairs,GOAL18.veryimportant,0.303684474694212,318
GOAL18,Goal: Keeping up to date with political affairs,GOAL18.essential,0.124731605371692,318
GOAL19,Goal: Making a theoretical contribution to science,GOAL19.notimportant,0.60825055696601,318
GOAL19,Goal: Making a theoretical contribution to science,GOAL19.somewhatimportant,0.246041517768255,318
GOAL19,Goal: Making a theoretical contribution to science,GOAL19.veryimportant,0.104809010044722,318
GOAL19,Goal: Making a theoretical contribution to science,GOAL19.essential,0.0408989152210129,318
GOAL20,Goal: Obtaining recognition from my colleagues for contributions to my special field,GOAL20.notimportant,0.126819548040173,318
GOAL20,Goal: Obtaining recognition from my colleagues for contributions to my special field,GOAL20.somewhatimportant,0.364782207899317,318
GOAL20,Goal: Obtaining recognition from my colleagues for contributions to my special field,GOAL20.veryimportant,0.366882138064446,318
GOAL20,Goal: Obtaining recognition from my colleagues for contributions to my special field,GOAL20.essential,0.141516105996065,318
GOAL21,Goal: Participating in a community action program,GOAL21.notimportant,0.249320737334348,318
GOAL21,Goal: Participating in a community action program,GOAL21.somewhatimportant,0.451756075266781,318
GOAL21,Goal: Participating in a community action program,GOAL21.veryimportant,0.227359230231144,318
GOAL21,Goal: Participating in a community action program,GOAL21.essential,0.071563957167727,318
GOAL22,Goal: Raising a family,GOAL22.notimportant,0.070368279052008,318
GOAL22,Goal: Raising a family,GOAL22.somewhatimportant,0.154140600598836,318
GOAL22,Goal: Raising a family,GOAL22.veryimportant,0.325387739556561,318
GOAL22,Goal: Raising a family,GOAL22.essential,0.450103380792595,318
GOAL24,"Goal: Writing original works (poems, novels, etc.)",GOAL24.notimportant,0.58017625604123,318
GOAL24,"Goal: Writing original works (poems, novels, etc.)",GOAL24.somewhatimportant,0.240015296646414,318
GOAL24,"Goal: Writing original works (poems, novels, etc.)",GOAL24.veryimportant,0.109973659504151,318
GOAL24,"Goal: Writing original works (poems, novels, etc.)",GOAL24.essential,0.0698347878082053,318
HPW01,Hours per Week: Attending Classes/Labs,HPW01.hours0,0.00577347171391199,165
HPW01,Hours per Week: Attending Classes/Labs,HPW01.hours0to1,0.00337706586884194,165
HPW01,Hours per Week: Attending Classes/Labs,HPW01.hours1to2,0.0127960581514776,165
HPW01,Hours per Week: Attending Classes/Labs,HPW01.hours3to5,0.0774871665149321,165
HPW01,Hours per Week: Attending Classes/Labs,HPW01.hours6to10,0.249350418473465,165
HPW01,Hours per Week: Attending Classes/Labs,HPW01.hours11to15,0.356589752496144,165
HPW01,Hours per Week: Attending Classes/Labs,HPW01.hours16to20,0.213941957847615,165
HPW01,Hours per Week: Attending Classes/Labs,HPW01.hours21plus,0.0806841089336126,165
HPW03,Hours per Week: Classes/labs,HPW03.hours0,0.0242707034966195,301
HPW03,Hours per Week: Classes/labs,HPW03.hours0to1,0.0112776095343153,301
HPW03,Hours per Week: Classes/labs,HPW03.hours1to2,0.0244555260542329,301
HPW03,Hours per Week: Classes/labs,HPW03.hours3to5,0.0792166760803886,301
HPW03,Hours per Week: Classes/labs,HPW03.hours6to10,0.196603997771679,301
HPW03,Hours per Week: Classes/labs,HPW03.hours11to15,0.328697274584935,301
HPW03,Hours per Week: Classes/labs,HPW03.hours16to20,0.223873221671275,301
HPW03,Hours per Week: Classes/labs,HPW03.hours21plus,0.111604990806554,301
HPW04,Hours per Week: Participating in student clubs/groups,HPW04.hours0,0.301779566031701,196
HPW04,Hours per Week: Participating in student clubs/groups,HPW04.hours0to1,0.134791281510202,196
HPW04,Hours per Week: Participating in student clubs/groups,HPW04.hours1to2,0.232846841731061,196
HPW04,Hours per Week: Participating in student clubs/groups,HPW04.hours3to5,0.177431996506391,196
HPW04,Hours per Week: Participating in student clubs/groups,HPW04.hours6to10,0.0797587515448304,196
HPW04,Hours per Week: Participating in student clubs/groups,HPW04.hours11to15,0.0329596131302184,196
HPW04,Hours per Week: Participating in student clubs/groups,HPW04.hours16to20,0.0154201270816008,196
HPW04,Hours per Week: Participating in student clubs/groups,HPW04.hours21plus,0.0250118224639955,196
HPW05,Hours per Week: Commuting,HPW05.hours0,0.388953111578157,318
HPW05,Hours per Week: Commuting,HPW05.hours0to1,0.190623198055957,318
HPW05,Hours per Week: Commuting,HPW05.hours1to2,0.160992095003762,318
HPW05,Hours per Week: Commuting,HPW05.hours3to5,0.13254717153005,318
HPW05,Hours per Week: Commuting,HPW05.hours6to10,0.0776313073719241,318
HPW05,Hours per Week: Commuting,HPW05.hours11to15,0.0252545156458734,318
HPW05,Hours per Week: Commuting,HPW05.hours16to20,0.00882095140764091,318
HPW05,Hours per Week: Commuting,HPW05.hours21plus,0.0151776494066352,318
HPW08,Hours per Week: Performing household/childcare duties,HPW08.hours0,0.370356188655049,299
HPW08,Hours per Week: Performing household/childcare duties,HPW08.hours0to1,0.195745047235242,299
HPW08,Hours per Week: Performing household/childcare duties,HPW08.hours1to2,0.231296535239931,299
HPW08,Hours per Week: Performing household/childcare duties,HPW08.hours3to5,0.115012248583043,299
HPW08,Hours per Week: Performing household/childcare duties,HPW08.hours6to10,0.0384672121668949,299
HPW08,Hours per Week: Performing household/childcare duties,HPW08.hours11to15,0.0138619323393424,299
HPW08,Hours per Week: Performing household/childcare duties,HPW08.hours16to20,0.00785433476101213,299
HPW08,Hours per Week: Performing household/childcare duties,HPW08.hours21plus,0.027406501019486,299
HPW10,Hours per Week: Partying,HPW10.hours0,0.206810246384692,318
HPW10,Hours per Week: Partying,HPW10.hours0to1,0.135732132658318,318
HPW10,Hours per Week: Partying,HPW10.hours1to2,0.163580012808725,318
HPW10,Hours per Week: Partying,HPW10.hours3to5,0.21471167961998,318
HPW10,Hours per Week: Partying,HPW10.hours6to10,0.152877974266872,318
HPW10,Hours per Week: Partying,HPW10.hours11to15,0.0654404980675747,318
HPW10,Hours per Week: Partying,HPW10.hours16to20,0.0302349837478942,318
HPW10,Hours per Week: Partying,HPW10.hours21plus,0.030612472445944,318
HPW13,Hours per Week: Reading for pleasure,HPW13.hours0,0.281272397766786,318
HPW13,Hours per Week: Reading for pleasure,HPW13.hours0to1,0.287176971417808,318
HPW13,Hours per Week: Reading for pleasure,HPW13.hours1to2,0.249588270677496,318
HPW13,Hours per Week: Reading for pleasure,HPW13.hours3to5,0.12147324707303,318
HPW13,Hours per Week: Reading for pleasure,HPW13.hours6to10,0.0391979143828148,318
HPW13,Hours per Week: Reading for pleasure,HPW13.hours11to15,0.0114530702200045,318
HPW13,Hours per Week: Reading for pleasure,HPW13.hours16to20,0.00449134161004271,318
HPW13,Hours per Week: Reading for pleasure,HPW13.hours21plus,0.00534678685201738,318
HPW15,Hours per Week: Socializing with friends in person,HPW15.hours0,0.00446932224754971,318
HPW15,Hours per Week: Socializing with friends in person,HPW15.hours0to1,0.0175318031902514,318
