corr_type,Name,Description,Summary,wtdprop,n_colleges,mr_kq5_pq1,mr_ktop1_pq1,k_rank,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top5pc,k_top1pc,k_rank_cond_parq1,k_rank_cond_parq2,k_rank_cond_parq3,k_rank_cond_parq4,k_rank_cond_parq5,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,par_q1,par_q2,par_q3,par_q4,par_q5
Pooled,ACT13,Act: Did not have time to study due to job responsibilities,ACT13.frequently,0.084444497,183,0.160066406,-0.286611258,-0.509712809,0.284170524,0.436172192,0.516907531,0.411638249,-0.507344917,-0.523078281,-0.535064007,-0.556182386,-0.418273731,-0.45857562,-0.49369418,-0.468700035,-0.491471002,0.101125485,0.292156041,0.410068476,0.289315714,-0.471153465,0.174838074,0.3728087,0.439514023,0.292831145,-0.463020272,0.209246242,0.406052668,0.469038983,0.330965101,-0.49074845,0.251816426,0.412924053,0.446827902,0.322685911,-0.461534439,0.248051382,0.35561636,0.484042729,0.416790518,-0.493569558,0.397675729,0.475753509,0.546748408,0.475331672,-0.570666234
Pooled,ACT13,Act: Did not have time to study due to job responsibilities,ACT13.notatall,0.531108637,183,-0.115438131,0.355861257,0.538882144,-0.300005141,-0.458712433,-0.521646081,-0.462412117,0.538613719,0.569266194,0.586593941,0.601848604,0.447298147,0.494545949,0.513508747,0.489354238,0.52930481,-0.115770471,-0.308042123,-0.385053136,-0.31846999,0.485015548,-0.206713468,-0.398762531,-0.473916386,-0.322838166,0.505413479,-0.212336388,-0.42972104,-0.462818147,-0.382278976,0.51879278,-0.241713347,-0.421511133,-0.455827726,-0.376580468,0.488775465,-0.26779884,-0.386520011,-0.495755974,-0.464073124,0.531799053,-0.353357473,-0.457627926,-0.550968471,-0.508520631,0.570775238
Pooled,ACT13,Act: Did not have time to study due to job responsibilities,ACT13.occasionally,0.384446865,183,0.091140907,-0.366797785,-0.524027623,0.291567507,0.445117602,0.497514525,0.460349824,-0.524643956,-0.559954666,-0.578632566,-0.590690447,-0.436965465,-0.484732162,-0.496041214,-0.473443634,-0.518525412,0.116056448,0.299223754,0.355406801,0.31463653,-0.466503118,0.209600563,0.38958374,0.464483961,0.319140074,-0.497721634,0.202995595,0.418044863,0.437081367,0.384449893,-0.504476434,0.225427308,0.403986601,0.436757619,0.380107529,-0.475627507,0.262596424,0.380008013,0.475814376,0.460478773,-0.521059085,0.317285711,0.427210059,0.525154718,0.496853349,-0.542264356
Pooled,ACT14,Act: Discussed course content with students outside of class,ACT14.frequently,0.687134684,318,-0.475481674,0.030616356,0.072725074,0.007634207,-0.009212998,-0.09468719,-0.118680287,0.083814399,0.128102405,0.142563707,0.154124405,0.056109025,0.044090266,0.062337455,0.02654985,0.041239778,0.02286357,-0.018278094,-0.069674233,-0.155896106,0.104145376,0.08292201,-0.060876187,-0.063194457,-0.093823881,0.063531554,-0.012102375,-0.014408644,-0.045094097,-0.098441036,0.068007135,-0.054063789,0.06742027,-0.015607313,-0.034585187,0.015153435,0.100543895,-0.030187574,-0.081437933,-0.086003857,0.051261761,-0.508167916,-0.434750042,-0.21027841,0.018820342,0.349471028
Pooled,ACT14,Act: Discussed course content with students outside of class,ACT14.notatall,0.020446308,318,0.593430539,-0.082752063,-0.15455825,0.01443713,0.129365241,0.164770472,0.161558576,-0.160019102,-0.214567864,-0.240606031,-0.275497896,-0.099018322,-0.106194335,-0.11958869,-0.100216106,-0.116729783,-0.03833223,0.091318851,0.109497446,0.17799661,-0.155239936,-0.05400748,0.127983825,0.108804821,0.117018694,-0.120914763,0.023509135,0.084688174,0.121670789,0.079268783,-0.11200298,0.032157993,0.042459163,0.105525735,0.065700067,-0.086357422,-0.084815807,0.155597792,0.13036537,0.128737617,-0.124069201,0.667249282,0.578257018,0.244147511,-0.07057974,-0.433788505
Pooled,ACT14,Act: Discussed course content with students outside of class,ACT14.occasionally,0.292419008,318,0.421654184,-0.016786841,-0.049649159,-0.012346037,-0.019254603,0.073126532,0.102118201,-0.061432757,-0.100875868,-0.111841091,-0.11733173,-0.043011711,-0.027193717,-0.045557528,-0.007936365,-0.02138683,-0.017995738,0.000269134,0.05654226,0.142103435,-0.086478093,-0.08504847,0.041884009,0.049075513,0.083220887,-0.046654662,0.008776767,-0.002743138,0.024774435,0.097439587,-0.053996801,0.056160793,-0.089245382,-0.006180454,0.025426461,0.002254772,-0.098624391,-0.000667273,0.065534886,0.071288566,-0.031476874,0.442956224,0.377235965,0.19072989,-0.005732927,-0.310460855
Pooled,ACT16,Act: Failed to complete homework on time,ACT16.frequently,0.0627704,318,-0.070049552,0.171992148,0.271472744,0.022150222,-0.137879633,-0.34210396,-0.462039731,0.343986273,0.385783078,0.403935451,0.386539515,0.195554392,0.274242858,0.294736956,0.228454973,0.229164989,0.090416241,-0.050659841,-0.330198666,-0.320417951,0.28918074,0.014712283,-0.146460352,-0.337012858,-0.369531974,0.339526347,0.001353145,-0.15652766,-0.33125357,-0.429947797,0.365635732,0.03573642,-0.054354965,-0.280969261,-0.435625307,0.310685368,0.048279562,-0.090348586,-0.277652605,-0.427431902,0.304160889,-0.189171235,-0.305187442,-0.408317657,-0.370668996,0.41892681
Pooled,ACT16,Act: Failed to complete homework on time,ACT16.notatall,0.395825522,318,0.194462513,-0.018561426,-0.091394117,-0.147946025,0.004517835,0.130285669,0.330302952,-0.159011455,-0.223081721,-0.24238525,-0.242327179,-0.092668695,-0.122340861,-0.105496673,-0.042015007,-0.043063378,-0.071225285,0.005003548,0.137049706,0.204398448,-0.135946924,-0.049258268,0.055411169,0.134015091,0.246824249,-0.164971275,-0.111780217,0.031249835,0.124769715,0.313478518,-0.174573651,-0.175296279,-0.080340714,0.103601322,0.302646879,-0.121585092,-0.186026519,-0.028654091,0.077035312,0.295468037,-0.114353023,0.217448728,0.274330903,0.26628933,0.209638539,-0.313252022
Pooled,ACT16,Act: Failed to complete homework on time,ACT16.occasionally,0.541404077,318,-0.21502483,-0.048165601,0.001932934,0.176530639,0.051621438,-0.021408813,-0.222677966,0.056689645,0.119757027,0.136448239,0.143603882,0.035079479,0.039633099,0.009970603,-0.042183494,-0.041162379,0.051847081,0.014769157,-0.034847552,-0.123462852,0.050507305,0.055726522,-0.008705635,-0.028206322,-0.15631676,0.066024973,0.139769102,0.025810318,-0.018992632,-0.214891382,0.067230757,0.205221275,0.123447684,-0.013312036,-0.198933922,0.023541305,0.213480195,0.073515602,0.018661351,-0.193326054,0.017173128,-0.194383513,-0.217586359,-0.164637012,-0.109160522,0.219186594
Pooled,ACT18,Act: Felt discriminated against by faculty,ACT18.frequently,0.027200293,116,0.073545436,-0.093752492,-0.153635108,-0.135707222,0.174502288,0.25316233,0.237842002,-0.204889098,-0.230207098,-0.225221553,-0.200054164,-0.259618987,-0.131541473,-0.097622947,-0.121544663,-0.106624026,0.063965002,0.207604451,0.207979118,0.15804659,-0.264405116,-0.087301883,0.142730514,0.254130039,0.152793112,-0.19178078,-0.119192477,0.102826398,0.140738891,0.199507146,-0.15381101,-0.192162155,0.165304133,0.247831821,0.190505656,-0.183449203,-0.185324739,0.115618758,0.222167688,0.282951994,-0.186389189,0.185598573,0.302664778,0.250437534,0.145260938,-0.287562929
Pooled,ACT18,Act: Felt discriminated against by faculty,ACT18.notatall,0.748542296,116,-0.102982746,0.077235113,0.093195121,-0.012448053,-0.093571217,-0.106971835,-0.078115592,0.094783703,0.112293811,0.103827989,0.112906601,0.183882606,0.034135779,0.044162847,0.064672796,0.091683023,-0.094070671,-0.086406858,-0.016080389,-0.112204663,0.121600108,0.149986472,-0.10177027,-0.071814234,-0.148528127,0.085271006,-0.014557677,-0.012098453,-0.075510151,-0.00716205,0.039403558,0.044407293,-0.087814982,-0.137308592,-0.044654389,0.0838196,-0.00887023,-0.096096065,-0.070715451,-0.104433721,0.097915019,-0.138204143,-0.183000009,-0.103913845,0.020075067,0.127857097
Pooled,ACT18,Act: Felt discriminated against by faculty,ACT18.occasionally,0.224257411,116,0.095701345,-0.060794148,-0.061832014,0.052705129,0.05632131,0.049118652,0.020798436,-0.049049499,-0.061676282,-0.053507373,-0.070948624,-0.134380772,-0.001234722,-0.022239729,-0.038660974,-0.073494055,0.088334294,0.038790482,-0.040958607,0.08210467,-0.062486185,-0.145017927,0.074645406,0.009028474,0.124734433,-0.04200593,0.050395839,-0.015552539,0.045473262,-0.048648104,-0.00086473,0.00437943,0.052419391,0.084990574,-0.003628334,-0.042732555,0.062769321,0.075932724,0.016877284,0.037769291,-0.057858757,0.10370984,0.121134922,0.046430767,-0.06406047,-0.062983731
Pooled,ACT19,Act: Felt discriminated against by students,ACT19.frequently,0.024389498,116,0.198205793,0.142693146,0.058729757,0.052005436,0.035703299,-0.056080331,-0.251096914,0.10965708,0.13571333,0.168442047,0.179082954,-0.002889656,0.083678462,0.093537232,0.05108992,0.07462781,0.114249551,0.033212089,-0.124278417,-0.203273751,0.097320835,-0.007729652,-0.037587315,-0.068848137,-0.200428157,0.128199985,0.052688671,-0.022575289,-0.111921857,-0.213178676,0.14061187,0.070556792,0.069284076,-0.034724591,-0.278072728,0.115712021,-0.000835238,0.039231491,-0.055827609,-0.217054878,0.108719645,0.165924126,0.130578179,-0.148677034,-0.284057369,0.054636688
Pooled,ACT19,Act: Felt discriminated against by students,ACT19.notatall,0.756655154,116,-0.175824584,-0.107106862,0.12167806,-0.176511834,-0.209152392,-0.086143833,0.095740182,0.070931749,0.032858664,0.0001828,-0.033482436,0.072489301,0.084400648,0.077565142,0.136390099,0.121979631,-0.094404622,-0.176183746,0.085727444,0.094155858,0.013930594,-0.033599588,-0.129445464,0.004699208,-0.050030447,0.068347699,-0.166864387,-0.118990815,-0.032700111,0.138541717,0.010982544,-0.15443467,-0.186914392,-0.158044399,0.101927814,0.086628137,-0.11523833,-0.234669808,-0.110428161,0.08162483,0.085317864,-0.169499507,-0.171406796,0.007743777,0.209998204,0.029758342
Pooled,ACT19,Act: Felt discriminated against by students,ACT19.occasionally,0.218955347,116,0.151376051,0.086398826,-0.156647837,0.190898588,0.233064979,0.11474244,-0.044504568,-0.11129475,-0.074049002,-0.044828995,-0.008611132,-0.083289359,-0.120031344,-0.114716648,-0.171683498,-0.161208609,0.079204134,0.195496148,-0.066486085,-0.055334898,-0.041931583,0.041007746,0.160054288,0.012787582,0.111102199,-0.113210078,0.179530942,0.143955233,0.067563253,-0.104178778,-0.049980136,0.160385179,0.19838407,0.192457826,-0.04453405,-0.131099291,0.133845532,0.26171908,0.142834326,-0.037154225,-0.127727823,0.152592613,0.16416666,0.030402386,-0.168261564,-0.048978403
Pooled,ACT20,Act: Felt faculty took a personal interest in your progress,ACT20.frequently,0.49202778,139,-0.470341781,-0.128396816,-0.152606172,0.236213299,0.21967679,0.06210388,-0.059990044,-0.099394879,-0.058844128,-0.040885849,-0.008282268,-0.129236799,-0.18110277,-0.153867022,-0.202938418,-0.201125598,0.153288071,0.18351503,-0.060799652,-0.021559276,-0.091490038,0.313935776,0.108062194,0.009921137,-0.073411249,-0.099909597,0.180347232,0.205148289,0.113430732,-0.074920486,-0.110297319,0.209721242,0.277397616,0.119930347,0.010111153,-0.166994505,0.264364265,0.215856233,0.114190273,-0.030785439,-0.149129163,-0.427766925,-0.310696321,-0.001052032,0.175804813,0.158973216
Pooled,ACT20,Act: Felt faculty took a personal interest in your progress,ACT20.notatall,0.060549741,139,0.781845161,0.024956293,-0.076201423,-0.025176992,0.021624556,0.115339881,0.129984326,-0.095508347,-0.136302056,-0.152538019,-0.167467713,0.008598993,-0.025047673,-0.068692706,-0.029874078,-0.022656602,-0.109272752,-0.063799905,0.12249261,0.113716888,-0.045494105,-0.123130481,0.041818708,0.077693154,0.128768212,-0.06675088,0.048563911,0.000976528,0.032470257,0.105841837,-0.070629657,-0.002920247,-0.051611529,0.050684059,0.032931219,-0.01967113,-0.13491551,0.059871524,0.089288538,0.055945409,-0.037877809,0.753866153,0.568372809,0.137150807,-0.201481101,-0.370165917
Pooled,ACT20,Act: Felt faculty took a personal interest in your progress,ACT20.occasionally,0.447422479,139,0.221703328,0.16510858,0.254984025,-0.315258603,-0.318180754,-0.150561839,0.011483991,0.19153268,0.157650476,0.141629997,0.10447233,0.175356079,0.26631655,0.252574748,0.299428842,0.292897156,-0.153013897,-0.220376747,0.016769597,-0.033053173,0.152761917,-0.369231779,-0.173820365,-0.056940204,0.03086503,0.176292424,-0.278312773,-0.286473522,-0.176115426,0.045690534,0.192922977,-0.290684873,-0.357991836,-0.195281391,-0.032366423,0.243669258,-0.293600413,-0.334079171,-0.208702807,0.011863751,0.228871873,0.177889024,0.117649505,-0.074639365,-0.133230416,-0.016166824
Pooled,ACT26,Act: Felt Supported by My Family,ACT26.frequently,0.820268049,132,-0.643020231,-0.058852302,-0.052955521,0.142056616,0.076867597,-0.016532842,0.011443231,-0.04410411,-0.006512142,0.053707814,0.17240712,-0.147149632,-0.125014078,-0.080928415,-0.081783511,-0.085547706,0.117632865,0.154484524,0.008205526,0.029055173,-0.117469276,0.275252965,0.006181355,0.077001778,-0.029069345,-0.094740845,0.107450348,0.12868087,-0.033829625,0.083359019,-0.077151961,0.024656045,0.147853556,0.052943919,0.089680828,-0.101364135,0.253146128,0.019991096,-0.024688668,0.057684919,-0.080025486,-0.595202179,-0.498311234,-0.169291813,0.084987196,0.377047696
Pooled,ACT26,Act: Felt Supported by My Family,ACT26.notatall,0.024529018,132,0.562921079,-0.045518434,-0.102780803,-0.011659007,0.037636814,0.168353344,0.147764459,-0.123712386,-0.151527371,-0.196111827,-0.265351366,-0.040540442,-0.006598798,-0.066021775,-0.073270689,-0.076311723,-0.015297067,-0.044727445,0.095017387,0.148010987,-0.0920975,-0.214310647,0.041107063,0.049544753,0.228333311,-0.066410971,0.010155595,-0.043976545,0.144381827,0.080477002,-0.079104681,0.054487359,-0.006634363,0.094843737,0.061191933,-0.069930331,-0.098048676,0.085548229,0.179799664,0.07251979,-0.091013883,0.64032545,0.564898537,0.276269232,-0.056543741,-0.458757653
Pooled,ACT26,Act: Felt Supported by My Family,ACT26.occasionally,0.155202933,132,0.618222773,0.089655859,0.10174329,-0.174989535,-0.109665338,-0.036550217,-0.064777401,0.097726185,0.059847685,-0.000822209,-0.126761521,0.199196381,0.159741955,0.124455348,0.12800318,0.133781767,-0.142980525,-0.179375823,-0.042721236,-0.087048977,0.179376736,-0.273722629,-0.021797423,-0.113892853,-0.041199128,0.141988917,-0.138827369,-0.147124258,-0.006589709,-0.132444068,0.124156691,-0.049632152,-0.184005032,-0.099023557,-0.133835543,0.151532419,-0.285496895,-0.054341432,-0.030176638,-0.097387811,0.131835667,0.531600491,0.435244174,0.119115817,-0.087795732,-0.318651184
Pooled,ACT27,Act: Felt your comments were not taken seriously by faculty,ACT27.frequently,0.095550273,242,-0.02066965,-0.015868926,-0.032743318,-0.071563304,0.034755257,0.091572132,0.066361585,-0.055305755,-0.04476425,-0.064589474,-0.113635316,-0.107851432,-0.007767756,0.010868665,-0.001251989,-0.013547834,0.008574429,0.04303833,0.137871042,0.08719841,-0.123940281,-0.117458308,0.029120911,0.094448362,0.085952047,-0.054266248,-0.063911977,-0.038523499,0.056736339,0.024936227,-0.010256491,-0.154834254,0.098859464,0.049306613,0.058235993,-0.040256689,-0.015262825,-0.041400239,0.044138318,0.089381902,-0.042007424,0.035327629,0.169606686,0.145528025,0.115436373,-0.152413496
Pooled,ACT27,Act: Felt your comments were not taken seriously by faculty,ACT27.notatall,0.422633197,242,0.325479847,0.094543933,-0.133315124,0.181122741,0.16536719,0.038426359,-0.006202207,-0.085637962,-0.097686767,-0.092415094,-0.046903188,0.057951252,-0.133077474,-0.154695559,-0.132033643,-0.129581704,0.010959364,-0.001775249,-0.032031161,-0.056277434,0.03793925,0.187885533,0.121499046,-0.035141351,-0.01529057,-0.066578004,0.205628302,0.171387408,0.021369575,0.012013705,-0.103007069,0.21221878,0.082193628,0.032374006,-0.033478185,-0.060276252,0.083611683,0.235141066,0.062346935,-0.052858661,-0.077427367,0.30107688,0.211151048,0.06715516,-0.128943187,-0.138242142
Pooled,ACT27,Act: Felt your comments were not taken seriously by faculty,ACT27.occasionally,0.48181653,242,-0.390050635,-0.108852095,0.178344359,-0.189973567,-0.218580094,-0.088439711,-0.022312124,0.130016864,0.140047847,0.142518565,0.108789221,-0.022477309,0.166791306,0.184914006,0.162572552,0.165108154,-0.017313568,-0.017227665,-0.02286299,0.029735923,0.009332278,-0.177577651,-0.162212446,0.000532514,-0.019993829,0.106161187,-0.223492376,-0.19292572,-0.051803262,-0.025984782,0.13101646,-0.190582281,-0.145428911,-0.061955874,0.01481989,0.092111911,-0.095711288,-0.269855669,-0.096402905,0.024556484,0.113946092,-0.385356793,-0.335562194,-0.148019198,0.106165851,0.238349056
Pooled,ACT28,Act: Had difficulty getting the courses you needed,ACT28.frequently,0.091784532,98,-0.099200762,-0.149762826,0.025711775,-0.014535055,-0.049132312,-0.077499823,0.043458481,0.01948685,-0.026024704,-0.045961829,-0.056628092,-0.102645936,0.005437971,0.038443519,0.078362153,-0.000271709,0.028763572,0.054578214,0.073417357,0.074232304,-0.096141144,0.025233199,0.032751057,-0.109625696,0.106477926,-0.013169669,0.025937272,-0.089078616,-0.10819524,0.026565016,0.04506816,-0.086619931,-0.051795779,-0.131119916,0.044861275,0.055260897,0.017203548,-0.040289692,-0.034075639,0.032832425,-0.001191469,-0.0518151,-0.078145012,-0.146541917,0.015979017,0.073600842
Pooled,ACT28,Act: Had difficulty getting the courses you needed,ACT28.notatall,0.451662654,98,0.095713698,0.119063801,-0.023719638,-0.000751782,0.047165221,0.075676366,-0.007799395,-0.031369692,0.022124805,0.03407229,0.038770915,0.102545897,-0.018810944,-0.036801862,-0.075461881,0.00853072,-0.089416239,-0.079356369,-0.010086902,0.016544707,0.051244851,-0.051394996,-0.010013323,0.086806175,-0.01949284,-0.014627214,-0.025497962,0.050364245,0.119809533,0.003199742,-0.053062332,0.067540961,0.069408238,0.122209394,-0.013462041,-0.066681656,-0.019913637,0.032093235,0.022267505,-0.012342147,-0.002899509,0.075821527,0.123917826,0.173683544,0.008878784,-0.109193247
Pooled,ACT28,Act: Had difficulty getting the courses you needed,ACT28.occasionally,0.456552814,98,-0.079314762,-0.079206121,0.018823079,0.011926898,-0.038900636,-0.063399613,-0.019648277,0.035609716,-0.016050425,-0.020374789,-0.019989834,-0.08766018,0.025964885,0.030274389,0.062421276,-0.013394772,0.121270511,0.086183575,-0.038116306,-0.081160391,-0.010703578,0.063282292,-0.008216467,-0.057423948,-0.047529217,0.033032209,0.021490732,-0.014513242,-0.111076956,-0.024707889,0.051298687,-0.043702449,-0.072383135,-0.097980154,-0.011659218,0.065480092,0.019037687,-0.021407574,-0.010335192,-0.004565102,0.005500382,-0.082589672,-0.139805342,-0.168630552,-0.025944661,0.119693115
Pooled,ACT31,Act: Have been a guest in professor's home,ACT31.frequently,0.060298642,318,-0.255898907,0.017111683,-0.170552545,0.221887245,0.206067101,0.108538822,0.032680716,-0.143324719,-0.09665454,-0.04297632,0.030807428,-0.101396583,-0.178270408,-0.199031711,-0.203811659,-0.199579998,0.089422042,0.067558521,0.088114686,0.060423277,-0.124933121,0.304732482,0.062199714,0.032129452,0.016697116,-0.119301955,0.269517073,0.158679714,0.155923261,0.035685784,-0.176848595,0.121147052,0.28461557,0.17601898,0.049458859,-0.185056874,0.215647411,0.233345114,0.123293459,0.039871485,-0.170075153,-0.216981799,-0.181062222,-0.036414039,0.006267503,0.131217
