"Name","Description","Summary","Label_rank","n_colleges","Survey","Survey_Name","Label","Group","Group_rev","corr_type","wtdprop","mr_kq5_pq1","mr_ktop1_pq1","k_rank","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","k_rank_cond_parq1","k_rank_cond_parq2","k_rank_cond_parq3","k_rank_cond_parq4","k_rank_cond_parq5","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","par_q1","par_q2","par_q3","par_q4","par_q5"
"COLACT14_9406","Act in College: Joined a fraternity or sorority","COLACT14_9406.no",1,318,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.811212314,0.151766188,-0.12198702,-0.289050122,0.219090705,0.291217764,0.225931185,0.163264364,-0.259747144,-0.289786417,-0.307766357,-0.298174055,-0.185286332,-0.292809215,-0.273454509,-0.244049799,-0.287028124,0.035257803,0.203566333,0.172601027,-0.05266021,-0.143488513,0.205699251,0.274925961,0.221922152,0.128634429,-0.286823635,0.226101412,0.294493604,0.116667324,0.082334828,-0.211661215,0.161205986,0.22661951,0.167651473,0.13891839,-0.216410112,0.158998836,0.257435524,0.257437514,0.179236108,-0.272011791,0.208941693,0.240674415,0.257429948,0.156449633,-0.278344114
"COLACT14_9406","Act in College: Joined a fraternity or sorority","COLACT14_9406.yes",2,318,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.188787686,-0.151766188,0.12198702,0.289050122,-0.219090705,-0.291217764,-0.225931185,-0.163264364,0.259747144,0.289786417,0.307766357,0.298174055,0.185286332,0.292809215,0.273454509,0.244049799,0.287028124,-0.035257803,-0.203566333,-0.172601027,0.05266021,0.143488513,-0.205699251,-0.274925961,-0.221922152,-0.128634429,0.286823635,-0.226101412,-0.294493604,-0.116667324,-0.082334828,0.211661215,-0.161205986,-0.22661951,-0.167651473,-0.13891839,0.216410112,-0.158998836,-0.257435524,-0.257437514,-0.179236108,0.272011791,-0.208941693,-0.240674415,-0.257429948,-0.156449633,0.278344114
"COLACT17_9406","Act in College: Participated in an ethnic/racial student organization","COLACT17_9406.no",1,318,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.860388002,-0.208491718,-0.440909135,-0.351096834,0.055835918,0.186443929,0.439307948,0.522043355,-0.429140475,-0.449013215,-0.470955559,-0.470353789,-0.422591458,-0.367987021,-0.362483785,-0.329906224,-0.319311149,0.103720735,0.293350184,0.380371946,0.349166813,-0.484329263,0.061822466,0.225785611,0.463419409,0.383367111,-0.443325515,0.035926582,0.172418113,0.436775531,0.50013431,-0.450379324,0.063416434,0.120614599,0.360304806,0.495505218,-0.404319506,0.026830755,0.135219524,0.394295269,0.500134667,-0.40490708,0.025922617,0.169416407,0.422430733,0.564288296,-0.403581093
"COLACT17_9406","Act in College: Participated in an ethnic/racial student organization","COLACT17_9406.yes",2,318,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.139611998,0.208491718,0.440909135,0.351096834,-0.055835918,-0.186443929,-0.439307948,-0.522043355,0.429140475,0.449013215,0.470955559,0.470353789,0.422591458,0.367987021,0.362483785,0.329906224,0.319311149,-0.103720735,-0.293350184,-0.380371946,-0.349166813,0.484329263,-0.061822466,-0.225785611,-0.463419409,-0.383367111,0.443325515,-0.035926582,-0.172418113,-0.436775531,-0.50013431,0.450379324,-0.063416434,-0.120614599,-0.360304806,-0.495505218,0.404319506,-0.026830755,-0.135219524,-0.394295269,-0.500134667,0.40490708,-0.025922617,-0.169416407,-0.422430733,-0.564288296,0.403581093
"COLACT18_9406","Act in College: Participated In an internship program","COLACT18_9406.no",1,318,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.608000172,0.285793258,-0.095329731,-0.208065093,0.058479737,0.149422402,0.240216583,0.231999446,-0.228694782,-0.251956595,-0.261706785,-0.256071935,-0.149006956,-0.159087126,-0.200137124,-0.181577141,-0.186484661,-0.018979443,0.06804029,0.221303127,0.154030018,-0.192923922,-0.080347206,0.167055347,0.193574972,0.237242569,-0.212564745,0.074588362,0.106004196,0.246589272,0.166569232,-0.216435584,0.061820604,0.090322264,0.189842939,0.187735659,-0.191516332,0.000358953,0.158100029,0.218838283,0.195058,-0.202747771,0.378868514,0.349744162,0.244432785,0.093571183,-0.33138804
"COLACT18_9406","Act in College: Participated In an internship program","COLACT18_9406.yes",2,318,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.391999828,-0.285793258,0.095329731,0.208065093,-0.058479737,-0.149422402,-0.240216583,-0.231999446,0.228694782,0.251956595,0.261706785,0.256071935,0.149006956,0.159087126,0.200137124,0.181577141,0.186484661,0.018979443,-0.06804029,-0.221303127,-0.154030018,0.192923922,0.080347206,-0.167055347,-0.193574972,-0.237242569,0.212564745,-0.074588362,-0.106004196,-0.246589272,-0.166569232,0.216435584,-0.061820604,-0.090322264,-0.189842939,-0.187735659,0.191516332,-0.000358953,-0.158100029,-0.218838283,-0.195058,0.202747771,-0.378868514,-0.349744162,-0.244432785,-0.093571183,0.33138804
"COLACT19_9406","Act in College: Participated in campus protests","COLACT19_9406.no",1,197,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.90894082,0.082318049,-0.299209578,-0.203545028,0.009036372,0.066945344,0.260040781,0.328752242,-0.251128582,-0.275909235,-0.300919993,-0.351806716,-0.204174469,-0.168974202,-0.172818048,-0.167827682,-0.177630638,0.046378874,-0.093137836,0.309495928,0.306567376,-0.251534272,-0.062389655,0.017421848,0.353648754,0.232369743,-0.225632442,-0.101686343,0.072390145,0.279897128,0.304432196,-0.250016965,0.031053802,0.05158532,0.168105507,0.244379525,-0.195437618,-0.004690664,0.06730647,0.147817466,0.320549161,-0.227489994,0.165812328,0.287709132,0.436571315,0.389084266,-0.42510875
"COLACT19_9406","Act in College: Participated in campus protests","COLACT19_9406.yes",2,197,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.09105918,-0.082318049,0.299209578,0.203545028,-0.009036372,-0.066945344,-0.260040781,-0.328752242,0.251128582,0.275909235,0.300919993,0.351806716,0.204174469,0.168974202,0.172818048,0.167827682,0.177630638,-0.046378874,0.093137836,-0.309495928,-0.306567376,0.251534272,0.062389655,-0.017421848,-0.353648754,-0.232369743,0.225632442,0.101686343,-0.072390145,-0.279897128,-0.304432196,0.250016965,-0.031053802,-0.05158532,-0.168105507,-0.244379525,0.195437618,0.004690664,-0.06730647,-0.147817466,-0.320549161,0.227489994,-0.165812328,-0.287709132,-0.436571315,-0.389084266,0.42510875
"COLACT15_9406","Act in College: Participated in college internship program","COLACT15_9406.no",1,56,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.715394226,0.324841126,0.033798281,0.001518167,-0.125552399,-0.02879236,0.051512433,0.083639827,-0.030754781,-0.019505011,-0.007939489,0.00859376,0.004217231,0.103315499,-0.054290256,-0.001495443,0.051232867,-0.058319441,-0.061339663,0.020404121,0.135049691,-0.029123964,-0.337663869,0.005266637,0.002837023,0.123497461,0.02815122,0.070519745,-0.020451454,0.051087605,0.060451284,-0.055945433,-0.045873369,-0.012405914,-0.03560878,0.077665385,-0.016063526,-0.258583303,0.006728428,0.107642037,0.012995618,0.011263439,0.355216574,0.273978959,0.056382586,-0.133264098,-0.180403478
"COLACT15_9406","Act in College: Participated in college internship program","COLACT15_9406.yes",2,56,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.284605774,-0.324841126,-0.033798281,-0.001518167,0.125552399,0.02879236,-0.051512433,-0.083639827,0.030754781,0.019505011,0.007939489,-0.00859376,-0.004217231,-0.103315499,0.054290256,0.001495443,-0.051232867,0.058319441,0.061339663,-0.020404121,-0.135049691,0.029123964,0.337663869,-0.005266637,-0.002837023,-0.123497461,-0.02815122,-0.070519745,0.020451454,-0.051087605,-0.060451284,0.055945433,0.045873369,0.012405914,0.03560878,-0.077665385,0.016063526,0.258583303,-0.006728428,-0.107642037,-0.012995618,-0.011263439,-0.355216574,-0.273978959,-0.056382586,0.133264098,0.180403478
"COLACT21_9406","Act in College: Participated in leadership training","COLACT21_9406.no",1,318,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.787585468,0.284076444,-0.043595763,-0.038408869,-0.143196187,-0.017975435,0.143692577,0.171227207,-0.090660767,-0.137056754,-0.145949054,-0.130534739,-0.056057159,-0.034638323,-0.042109975,-0.001926514,-0.015078867,-0.042772855,0.132979143,0.119466867,0.046677312,-0.112636651,-0.093655465,0.033406558,0.081187867,0.143654607,-0.080821887,-0.091865023,-0.034576637,0.130017407,0.15779145,-0.092756189,-0.121701167,-0.098185612,0.111382484,0.112433781,-0.042384107,-0.18791023,-0.017215355,0.12166925,0.170169378,-0.069708904,0.321793152,0.255826514,0.106954862,-0.012415279,-0.2028125
"COLACT21_9406","Act in College: Participated in leadership training","COLACT21_9406.yes",2,318,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.212414532,-0.284076444,0.043595763,0.038408869,0.143196187,0.017975435,-0.143692577,-0.171227207,0.090660767,0.137056754,0.145949054,0.130534739,0.056057159,0.034638323,0.042109975,0.001926514,0.015078867,0.042772855,-0.132979143,-0.119466867,-0.046677312,0.112636651,0.093655465,-0.033406558,-0.081187867,-0.143654607,0.080821887,0.091865023,0.034576637,-0.130017407,-0.15779145,0.092756189,0.121701167,0.098185612,-0.111382484,-0.112433781,0.042384107,0.18791023,0.017215355,-0.12166925,-0.170169378,0.069708904,-0.321793152,-0.255826514,-0.106954862,0.012415279,0.2028125
"COLACT23_9406","Act in College: Participated in student government","COLACT23_9406.no",1,318,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.881547378,0.232461808,-0.137148273,-0.065330109,-0.027318285,0.034845193,0.078550694,0.083042176,-0.065823691,-0.103007838,-0.137042987,-0.198866962,-0.089893161,-0.076376547,-0.063194523,-0.038895125,-0.044629519,-0.037171158,0.075919901,0.141578801,0.060073537,-0.108829227,0.045219656,0.05505651,0.020105474,0.056310282,-0.061109055,-0.039273459,0.035817833,0.098576673,0.019631158,-0.049894369,0.024549485,-0.009121256,0.007113418,0.046570948,-0.026678708,-0.090548869,0.039155635,0.086190856,0.074258929,-0.051851273,0.235355651,0.190746184,0.148805073,0.044930799,-0.195605537
"COLACT23_9406","Act in College: Participated in student government","COLACT23_9406.yes",2,318,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.118452622,-0.232461808,0.137148273,0.065330109,0.027318285,-0.034845193,-0.078550694,-0.083042176,0.065823691,0.103007838,0.137042987,0.198866962,0.089893161,0.076376547,0.063194523,0.038895125,0.044629519,0.037171158,-0.075919901,-0.141578801,-0.060073537,0.108829227,-0.045219656,-0.05505651,-0.020105474,-0.056310282,0.061109055,0.039273459,-0.035817833,-0.098576673,-0.019631158,0.049894369,-0.024549485,0.009121256,-0.007113418,-0.046570948,0.026678708,0.090548869,-0.039155635,-0.086190856,-0.074258929,0.051851273,-0.235355651,-0.190746184,-0.148805073,-0.044930799,0.195605537
"COLACT16_9406","Act in College: Participated in study abroad program","COLACT16_9406.no",1,202,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.786484991,0.252098895,-0.284887596,-0.400291211,0.090416144,0.273718957,0.458190534,0.49922404,-0.449995042,-0.492655542,-0.546297564,-0.621943351,-0.359796003,-0.386925411,-0.360790658,-0.34739919,-0.34551209,0.084930642,0.237784444,0.358291785,0.277661217,-0.408896548,0.033804393,0.294082032,0.409783779,0.398390739,-0.435500654,-0.025374693,0.216819583,0.445419899,0.415909007,-0.418008695,0.119917131,0.188535486,0.363283462,0.394381822,-0.38002991,0.005175763,0.204195706,0.394864339,0.494374477,-0.411927689,0.437624654,0.5959346,0.627411348,0.569935611,-0.695609951
"COLACT16_9406","Act in College: Participated in study abroad program","COLACT16_9406.yes",2,202,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.213515009,-0.252098895,0.284887596,0.400291211,-0.090416144,-0.273718957,-0.458190534,-0.49922404,0.449995042,0.492655542,0.546297564,0.621943351,0.359796003,0.386925411,0.360790658,0.34739919,0.34551209,-0.084930642,-0.237784444,-0.358291785,-0.277661217,0.408896548,-0.033804393,-0.294082032,-0.409783779,-0.398390739,0.435500654,0.025374693,-0.216819583,-0.445419899,-0.415909007,0.418008695,-0.119917131,-0.188535486,-0.363283462,-0.394381822,0.38002991,-0.005175763,-0.204195706,-0.394864339,-0.494374477,0.411927689,-0.437624654,-0.5959346,-0.627411348,-0.569935611,0.695609951
"COLACT27_9406","Act in College: Taken a remedial course","COLACT27_9406.no",1,318,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.933640894,-0.455225263,0.188660103,0.421492268,-0.275621637,-0.387189855,-0.376542154,-0.29183444,0.400363506,0.41755164,0.429587628,0.410491325,0.271617485,0.368540088,0.407973475,0.381700881,0.383862192,-0.025832256,-0.190606734,-0.296588082,-0.23263901,0.326465159,-0.160450907,-0.343221112,-0.247858546,-0.273371957,0.367316634,-0.271066935,-0.328735108,-0.331161455,-0.211959454,0.373025376,-0.270906401,-0.284152541,-0.345514112,-0.212518347,0.352088114,-0.169150285,-0.382946017,-0.319679736,-0.244616136,0.357053306,-0.621587363,-0.600291817,-0.384131793,-0.093261076,0.523701555
"COLACT27_9406","Act in College: Taken a remedial course","COLACT27_9406.yes",2,318,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.066359106,0.455225263,-0.188660103,-0.421492268,0.275621637,0.387189855,0.376542154,0.29183444,-0.400363506,-0.41755164,-0.429587628,-0.410491325,-0.271617485,-0.368540088,-0.407973475,-0.381700881,-0.383862192,0.025832256,0.190606734,0.296588082,0.23263901,-0.326465159,0.160450907,0.343221112,0.247858546,0.273371957,-0.367316634,0.271066935,0.328735108,0.331161455,0.211959454,-0.373025376,0.270906401,0.284152541,0.345514112,0.212518347,-0.352088114,0.169150285,0.382946017,0.319679736,0.244616136,-0.357053306,0.621587363,0.600291817,0.384131793,0.093261076,-0.523701555
"COLACT32_9406","Act in College: Transferred from a Community College","COLACT32_9406.no",1,209,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.890259817,-0.160234666,0.306729046,0.558538597,-0.357069665,-0.492025973,-0.559973051,-0.41773107,0.550299458,0.555365854,0.558810486,0.541149996,0.427992525,0.471147461,0.553180675,0.52648684,0.545690067,-0.139818964,-0.291491294,-0.439042932,-0.274213813,0.490007983,-0.187498336,-0.381477385,-0.443850169,-0.34543523,0.490318659,-0.341609226,-0.428902005,-0.506530991,-0.321291527,0.528665214,-0.299816665,-0.455054905,-0.51274423,-0.341322061,0.513754895,-0.289416375,-0.455482792,-0.527176416,-0.412200275,0.53985379,-0.432293969,-0.505371783,-0.5472769,-0.413798506,0.584724742
"COLACT32_9406","Act in College: Transferred from a Community College","COLACT32_9406.yes",2,209,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.109740183,0.160234666,-0.306729046,-0.558538597,0.357069665,0.492025973,0.559973051,0.41773107,-0.550299458,-0.555365854,-0.558810486,-0.541149996,-0.427992525,-0.471147461,-0.553180675,-0.52648684,-0.545690067,0.139818964,0.291491294,0.439042932,0.274213813,-0.490007983,0.187498336,0.381477385,0.443850169,0.34543523,-0.490318659,0.341609226,0.428902005,0.506530991,0.321291527,-0.528665214,0.299816665,0.455054905,0.51274423,0.341322061,-0.513754895,0.289416375,0.455482792,0.527176416,0.412200275,-0.53985379,0.432293969,0.505371783,0.5472769,0.413798506,-0.584724742
"COLACT33_9406","Act in College: Transferred from a Four-year College","COLACT33_9406.no",1,209,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.905860719,0.000451236,0.286746014,0.621712125,-0.363864179,-0.554517086,-0.631551929,-0.517612856,0.632274418,0.622833415,0.607082962,0.560446633,0.497104532,0.58454627,0.603375932,0.578249102,0.599456578,-0.15253213,-0.331316154,-0.500142106,-0.320082344,0.559313578,-0.27418723,-0.499763671,-0.540719593,-0.358438882,0.59411328,-0.270856009,-0.505327128,-0.569658861,-0.444143676,0.613752775,-0.270525387,-0.516021098,-0.574724416,-0.448252501,0.59244255,-0.329629241,-0.451980574,-0.587503665,-0.52230762,0.61772162,-0.340904062,-0.512552797,-0.60205295,-0.489574645,0.610558325
"COLACT33_9406","Act in College: Transferred from a Four-year College","COLACT33_9406.yes",2,209,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.094139281,-0.000451236,-0.286746014,-0.621712125,0.363864179,0.554517086,0.631551929,0.517612856,-0.632274418,-0.622833415,-0.607082962,-0.560446633,-0.497104532,-0.58454627,-0.603375932,-0.578249102,-0.599456578,0.15253213,0.331316154,0.500142106,0.320082344,-0.559313578,0.27418723,0.499763671,0.540719593,0.358438882,-0.59411328,0.270856009,0.505327128,0.569658861,0.444143676,-0.613752775,0.270525387,0.516021098,0.574724416,0.448252501,-0.59244255,0.329629241,0.451980574,0.587503665,0.52230762,-0.61772162,0.340904062,0.512552797,0.60205295,0.489574645,-0.610558325
"COLACT34_9406","Act in College: Transferred from another college","COLACT34_9406.no",1,278,"CSS","College Senior Survey","No","College Experiences","College Experiences","Pooled",0.806665976,-0.259796683,0.329407741,0.561632289,-0.342411534,-0.488902021,-0.524679894,-0.414994501,0.545932123,0.563548127,0.564858881,0.525474222,0.409764954,0.52597662,0.546086769,0.523068007,0.539290724,-0.174774558,-0.255760671,-0.360721193,-0.261171221,0.442410969,-0.263935831,-0.446298328,-0.390229064,-0.289381405,0.501247479,-0.344176981,-0.420099058,-0.495184981,-0.275955306,0.508972707,-0.296811307,-0.425195912,-0.452267865,-0.335035889,0.495243949,-0.207467211,-0.463757803,-0.520891714,-0.41550949,0.541324923,-0.421482925,-0.490599355,-0.463687394,-0.28997478,0.548957686
"COLACT34_9406","Act in College: Transferred from another college","COLACT34_9406.yes",2,278,"CSS","College Senior Survey","Yes","College Experiences","College Experiences","Pooled",0.193334024,0.259796683,-0.329407741,-0.561632289,0.342411534,0.488902021,0.524679894,0.414994501,-0.545932123,-0.563548127,-0.564858881,-0.525474222,-0.409764954,-0.52597662,-0.546086769,-0.523068007,-0.539290724,0.174774558,0.255760671,0.360721193,0.261171221,-0.442410969,0.263935831,0.446298328,0.390229064,0.289381405,-0.501247479,0.344176981,0.420099058,0.495184981,0.275955306,-0.508972707,0.296811307,0.425195912,0.452267865,0.335035889,-0.495243949,0.207467211,0.463757803,0.520891714,0.41550949,-0.541324923,0.421482925,0.490599355,0.463687394,0.28997478,-0.548957686
