"Name","Description","Summary","wtdprop","n_colleges","Survey","Survey_Name"
"ACT20","Act: Felt faculty took a personal interest in your progress","ACT20.frequently",0.492027780494962,139,"CSS","College Senior Survey"
"ACT20","Act: Felt faculty took a personal interest in your progress","ACT20.notatall",0.0605497407805928,139,"CSS","College Senior Survey"
"ACT20","Act: Felt faculty took a personal interest in your progress","ACT20.occasionally",0.447422478724445,139,"CSS","College Senior Survey"
"ACT26","Act: Felt Supported by My Family","ACT26.frequently",0.820268049058035,132,"CSS","College Senior Survey"
"ACT26","Act: Felt Supported by My Family","ACT26.notatall",0.0245290175749147,132,"CSS","College Senior Survey"
"ACT26","Act: Felt Supported by My Family","ACT26.occasionally",0.15520293336705,132,"CSS","College Senior Survey"
"ACT27","Act: Felt your comments were not taken seriously by faculty","ACT27.frequently",0.0955502732819573,242,"CSS","College Senior Survey"
"ACT27","Act: Felt your comments were not taken seriously by faculty","ACT27.notatall",0.422633196566186,242,"CSS","College Senior Survey"
"ACT27","Act: Felt your comments were not taken seriously by faculty","ACT27.occasionally",0.481816530151857,242,"CSS","College Senior Survey"
"ACT28","Act: Had difficulty getting the courses you needed","ACT28.frequently",0.091784532049353,98,"CSS","College Senior Survey"
"ACT28","Act: Had difficulty getting the courses you needed","ACT28.notatall",0.451662654228107,98,"CSS","College Senior Survey"
"ACT28","Act: Had difficulty getting the courses you needed","ACT28.occasionally",0.45655281372254,98,"CSS","College Senior Survey"
"ACT31","Act: Have been a guest in professor's home","ACT31.frequently",0.0602986424449753,318,"CSS","College Senior Survey"
"ACT31","Act: Have been a guest in professor's home","ACT31.notatall",0.541668714631645,318,"CSS","College Senior Survey"
"ACT31","Act: Have been a guest in professor's home","ACT31.occasionally",0.39803264292338,318,"CSS","College Senior Survey"
"ACT36","Act: Met with an advisor/counselor about your career plans","ACT36.frequently",0.185920036006301,98,"CSS","College Senior Survey"
"ACT36","Act: Met with an advisor/counselor about your career plans","ACT36.notatall",0.179131347985898,98,"CSS","College Senior Survey"
"ACT36","Act: Met with an advisor/counselor about your career plans","ACT36.occasionally",0.634948616007801,98,"CSS","College Senior Survey"
"ACT37","Act: Met with Faculty During Office Hours","ACT37.frequently",0.293535155914809,168,"CSS","College Senior Survey"
"ACT37","Act: Met with Faculty During Office Hours","ACT37.notatall",0.025811323345175,168,"CSS","College Senior Survey"
"ACT37","Act: Met with Faculty During Office Hours","ACT37.occasionally",0.680653520740016,168,"CSS","College Senior Survey"
"ACT38","Act: Met with Faculty Outside Class or Office Hours","ACT38.frequently",0.1686294945284,168,"CSS","College Senior Survey"
"ACT38","Act: Met with Faculty Outside Class or Office Hours","ACT38.notatall",0.229720340455098,168,"CSS","College Senior Survey"
"ACT38","Act: Met with Faculty Outside Class or Office Hours","ACT38.occasionally",0.601650165016502,168,"CSS","College Senior Survey"
"ACT40","Act: Missed Class Due to employment","ACT40.frequently",0.0255609248141098,258,"CSS","College Senior Survey"
"ACT40","Act: Missed Class Due to employment","ACT40.notatall",0.741733240049245,258,"CSS","College Senior Survey"
"ACT40","Act: Missed Class Due to employment","ACT40.occasionally",0.232705835136645,258,"CSS","College Senior Survey"
"ACT48","Act: Performed community service as part of a class","ACT48.frequently",0.0949864089398973,98,"CSS","College Senior Survey"
"ACT48","Act: Performed community service as part of a class","ACT48.notatall",0.500906070673513,98,"CSS","College Senior Survey"
"ACT48","Act: Performed community service as part of a class","ACT48.occasionally",0.40410752038659,98,"CSS","College Senior Survey"
"ACT55","Act: Studied with other students","ACT55.frequently",0.42413181192466,318,"CSS","College Senior Survey"
"ACT55","Act: Studied with other students","ACT55.notatall",0.0479485121901891,318,"CSS","College Senior Survey"
"ACT55","Act: Studied with other students","ACT55.occasionally",0.527919675885151,318,"CSS","College Senior Survey"
"ACT58","Act: Took interdisciplinary courses","ACT58.frequently",0.202878076247442,318,"CSS","College Senior Survey"
"ACT58","Act: Took interdisciplinary courses","ACT58.notatall",0.37720466507298,318,"CSS","College Senior Survey"
"ACT58","Act: Took interdisciplinary courses","ACT58.occasionally",0.419917258679578,318,"CSS","College Senior Survey"
"ACT70","Act: Voted in a student election","ACT70.frequently",0.231703406399023,318,"CSS","College Senior Survey"
"ACT70","Act: Voted in a student election","ACT70.notatall",0.322189005320451,318,"CSS","College Senior Survey"
"ACT70","Act: Voted in a student election","ACT70.occasionally",0.446107588280525,318,"CSS","College Senior Survey"
"ACT74","Act: Worked on group projects in class","ACT74.frequently",0.48441497976514,301,"CSS","College Senior Survey"
"ACT74","Act: Worked on group projects in class","ACT74.notatall",0.0351493639051488,301,"CSS","College Senior Survey"
"ACT74","Act: Worked on group projects in class","ACT74.occasionally",0.480435656329711,301,"CSS","College Senior Survey"
"ACT75","Act: Worked on independent study projects","ACT75.frequently",0.183671317379871,318,"CSS","College Senior Survey"
"ACT75","Act: Worked on independent study projects","ACT75.notatall",0.428499403557565,318,"CSS","College Senior Survey"
"ACT75","Act: Worked on independent study projects","ACT75.occasionally",0.387829279062564,318,"CSS","College Senior Survey"
"COLACT02_9406","Act in College: Attended racial/cultural awareness workshop","COLACT02_9406.no",0.741205302869493,318,"CSS","College Senior Survey"
"COLACT02_9406","Act in College: Attended racial/cultural awareness workshop","COLACT02_9406.yes",0.258794697130507,318,"CSS","College Senior Survey"
"COLACT07_9406","Act in College: Enrolled in honors or advanced courses","COLACT07_9406.no",0.777839773568827,318,"CSS","College Senior Survey"
"COLACT07_9406","Act in College: Enrolled in honors or advanced courses","COLACT07_9406.yes",0.222160226431173,318,"CSS","College Senior Survey"
"COLACT11_9406","Act in College: Had a part-time job off-campus","COLACT11_9406.no",0.455107028900268,309,"CSS","College Senior Survey"
"COLACT11_9406","Act in College: Had a part-time job off-campus","COLACT11_9406.yes",0.544892971099732,309,"CSS","College Senior Survey"
"COLACT12_9406","Act in College: Had a part-time job on campus","COLACT12_9406.no",0.474297567813145,309,"CSS","College Senior Survey"
"COLACT12_9406","Act in College: Had a part-time job on campus","COLACT12_9406.yes",0.525702432186855,309,"CSS","College Senior Survey"
"COLACT13_9406","Act in College: Had a roommate of different race/ethnicity","COLACT13_9406.no",0.676154861940017,299,"CSS","College Senior Survey"
"COLACT13_9406","Act in College: Had a roommate of different race/ethnicity","COLACT13_9406.yes",0.323845138059983,299,"CSS","College Senior Survey"
"COLACT14_9406","Act in College: Joined a fraternity or sorority","COLACT14_9406.no",0.811212314184082,318,"CSS","College Senior Survey"
"COLACT14_9406","Act in College: Joined a fraternity or sorority","COLACT14_9406.yes",0.188787685815918,318,"CSS","College Senior Survey"
"COLACT15_9406","Act in College: Participated in college internship program","COLACT15_9406.no",0.715394226343131,56,"CSS","College Senior Survey"
"COLACT15_9406","Act in College: Participated in college internship program","COLACT15_9406.yes",0.284605773656869,56,"CSS","College Senior Survey"
"COLACT16_9406","Act in College: Participated in study abroad program","COLACT16_9406.no",0.786484991008438,202,"CSS","College Senior Survey"
"COLACT16_9406","Act in College: Participated in study abroad program","COLACT16_9406.yes",0.213515008991562,202,"CSS","College Senior Survey"
"COLACT17_9406","Act in College: Participated in an ethnic/racial student organization","COLACT17_9406.no",0.860388002289934,318,"CSS","College Senior Survey"
"COLACT17_9406","Act in College: Participated in an ethnic/racial student organization","COLACT17_9406.yes",0.139611997710066,318,"CSS","College Senior Survey"
"COLACT18_9406","Act in College: Participated In an internship program","COLACT18_9406.no",0.608000172463971,318,"CSS","College Senior Survey"
"COLACT18_9406","Act in College: Participated In an internship program","COLACT18_9406.yes",0.391999827536029,318,"CSS","College Senior Survey"
"COLACT19_9406","Act in College: Participated in campus protests","COLACT19_9406.no",0.908940820043232,197,"CSS","College Senior Survey"
"COLACT19_9406","Act in College: Participated in campus protests","COLACT19_9406.yes",0.0910591799567682,197,"CSS","College Senior Survey"
"COLACT21_9406","Act in College: Participated in leadership training","COLACT21_9406.no",0.787585468473227,318,"CSS","College Senior Survey"
"COLACT21_9406","Act in College: Participated in leadership training","COLACT21_9406.yes",0.212414531526773,318,"CSS","College Senior Survey"
"COLACT23_9406","Act in College: Participated in student government","COLACT23_9406.no",0.881547377832668,318,"CSS","College Senior Survey"
"COLACT23_9406","Act in College: Participated in student government","COLACT23_9406.yes",0.118452622167332,318,"CSS","College Senior Survey"
"COLACT27_9406","Act in College: Taken a remedial course","COLACT27_9406.no",0.933640894081971,318,"CSS","College Senior Survey"
"COLACT27_9406","Act in College: Taken a remedial course","COLACT27_9406.yes",0.0663591059180293,318,"CSS","College Senior Survey"
"COLACT32_9406","Act in College: Transferred from a Community College","COLACT32_9406.no",0.890259817297426,209,"CSS","College Senior Survey"
"COLACT32_9406","Act in College: Transferred from a Community College","COLACT32_9406.yes",0.109740182702574,209,"CSS","College Senior Survey"
"COLACT33_9406","Act in College: Transferred from a Four-year College","COLACT33_9406.no",0.905860718946494,209,"CSS","College Senior Survey"
"COLACT33_9406","Act in College: Transferred from a Four-year College","COLACT33_9406.yes",0.0941392810535058,209,"CSS","College Senior Survey"
"COLACT34_9406","Act in College: Transferred from another college","COLACT34_9406.no",0.8066659755339,278,"CSS","College Senior Survey"
"COLACT34_9406","Act in College: Transferred from another college","COLACT34_9406.yes",0.1933340244661,278,"CSS","College Senior Survey"
"COLACT36_9406","Act in College: Voted in a state/national election","COLACT36_9406.no",0.397813232176727,228,"CSS","College Senior Survey"
"COLACT36_9406","Act in College: Voted in a state/national election","COLACT36_9406.yes",0.602186767823273,228,"CSS","College Senior Survey"
"COLACT40_9406","Act in College: Worked full-time while attending school","COLACT40_9406.no",0.847542502074449,318,"CSS","College Senior Survey"
"COLACT40_9406","Act in College: Worked full-time while attending school","COLACT40_9406.yes",0.152457497925551,318,"CSS","College Senior Survey"
"COLACT41_9406","Act in College: Worked on prof's research project","COLACT41_9406.no",0.841388834089564,56,"CSS","College Senior Survey"
"COLACT41_9406","Act in College: Worked on prof's research project","COLACT41_9406.yes",0.158611165910436,56,"CSS","College Senior Survey"
"CSV","Since entering college, have you performed any community/volunteer service?","CSV.no",0.254202156945299,139,"CSS","College Senior Survey"
"CSV","Since entering college, have you performed any community/volunteer service?","CSV.yes",0.745797843054701,139,"CSS","College Senior Survey"
"CSVCOURSE","Since entering college, how many of your courses have included community service/service learning","CSVCOURSE.no",0.532547601951123,224,"CSS","College Senior Survey"
"CSVCOURSE","Since entering college, how many of your courses have included community service/service learning","CSVCOURSE.yes",0.226541543896138,224,"CSS","College Senior Survey"
"CSVHOW1","CSV Performed: As part of a class or course","CSVHOW1.no",0.64527790329869,222,"CSS","College Senior Survey"
"CSVHOW1","CSV Performed: As part of a class or course","CSVHOW1.yes",0.35472209670131,222,"CSS","College Senior Survey"
"CSVHOW2","CSV Performed: As part of a collegiate-sponsored activity (sorority, campus, org, etc.)","CSVHOW2.no",0.546272914949984,222,"CSS","College Senior Survey"
"CSVHOW2","CSV Performed: As part of a collegiate-sponsored activity (sorority, campus, org, etc.)","CSVHOW2.yes",0.453727085050016,222,"CSS","College Senior Survey"
"CSVHOW3","CSV Performed: Independently through a non-collegiate group (church, family, etc.)","CSVHOW3.no",0.587880882131434,222,"CSS","College Senior Survey"
"CSVHOW3","CSV Performed: Independently through a non-collegiate group (church, family, etc.)","CSVHOW3.yes",0.412119117868566,222,"CSS","College Senior Survey"
"FAC_INTERACTION","Scale: Faculty Interaction","FAC_INTERACTION.scale",48.3273194246879,258,"CSS","College Senior Survey"
"FACPRV01","Faculty Provide: A letter of recommendation","FACPRV01.frequently",0.267824840839148,311,"CSS","College Senior Survey"
"FACPRV01","Faculty Provide: A letter of recommendation","FACPRV01.notatall",0.283259332346654,311,"CSS","College Senior Survey"
"FACPRV01","Faculty Provide: A letter of recommendation","FACPRV01.occasionally",0.448915826814199,311,"CSS","College Senior Survey"
"FACPRV02","Faculty Provide: Advice and guidance about your educational program","FACPRV02.frequently",0.31406864049852,311,"CSS","College Senior Survey"
"FACPRV02","Faculty Provide: Advice and guidance about your educational program","FACPRV02.notatall",0.128798791275893,311,"CSS","College Senior Survey"
"FACPRV02","Faculty Provide: Advice and guidance about your educational program","FACPRV02.occasionally",0.557132568225587,311,"CSS","College Senior Survey"
"FACPRV04","Faculty Provide: Encouragement to discuss coursework outside of class","FACPRV04.frequently",0.447728936725018,311,"CSS","College Senior Survey"
"FACPRV04","Faculty Provide: Encouragement to discuss coursework outside of class","FACPRV04.notatall",0.0690069652987953,311,"CSS","College Senior Survey"
"FACPRV04","Faculty Provide: Encouragement to discuss coursework outside of class","FACPRV04.occasionally",0.483264097976187,311,"CSS","College Senior Survey"
"FACPRV05","Faculty Provide: An opportunity to publish","FACPRV05.frequently",0.0568753061024586,311,"CSS","College Senior Survey"
"FACPRV05","Faculty Provide: An opportunity to publish","FACPRV05.notatall",0.697937114310902,311,"CSS","College Senior Survey"
"FACPRV05","Faculty Provide: An opportunity to publish","FACPRV05.occasionally",0.245187579586639,311,"CSS","College Senior Survey"
"FACPRV06","Faculty Provide: An opportunity to work on a research project","FACPRV06.frequently",0.225875211689566,311,"CSS","College Senior Survey"
"FACPRV06","Faculty Provide: An opportunity to work on a research project","FACPRV06.notatall",0.325061306862849,311,"CSS","College Senior Survey"
"FACPRV06","Faculty Provide: An opportunity to work on a research project","FACPRV06.occasionally",0.449063481447585,311,"CSS","College Senior Survey"
"FACPRV07","Faculty Provide: Assistance to improve your study skills","FACPRV07.frequently",0.158123323346844,311,"CSS","College Senior Survey"
"FACPRV07","Faculty Provide: Assistance to improve your study skills","FACPRV07.notatall",0.339669858426834,311,"CSS","College Senior Survey"
"FACPRV07","Faculty Provide: Assistance to improve your study skills","FACPRV07.occasionally",0.502206818226321,311,"CSS","College Senior Survey"
"FACPRV08","Faculty Provide: Emotional support and encouragement","FACPRV08.frequently",0.272374927084027,311,"CSS","College Senior Survey"
"FACPRV08","Faculty Provide: Emotional support and encouragement","FACPRV08.notatall",0.194236408266812,311,"CSS","College Senior Survey"
"FACPRV08","Faculty Provide: Emotional support and encouragement","FACPRV08.occasionally",0.533388664649162,311,"CSS","College Senior Survey"
"FACPRV09","Faculty Provide: Encouragement to pursue graduate/professional school","FACPRV09.frequently",0.202110344053432,238,"CSS","College Senior Survey"
"FACPRV09","Faculty Provide: Encouragement to pursue graduate/professional school","FACPRV09.notatall",0.348992535219173,238,"CSS","College Senior Survey"
"FACPRV09","Faculty Provide: Encouragement to pursue graduate/professional school","FACPRV09.occasionally",0.448897120727395,238,"CSS","College Senior Survey"
"FACPRV10","Faculty Provide: Encouragement to pursue graduate/professional study","FACPRV10.frequently",0.322314256024939,275,"CSS","College Senior Survey"
"FACPRV10","Faculty Provide: Encouragement to pursue graduate/professional study","FACPRV10.notatall",0.223437312657368,275,"CSS","College Senior Survey"
"FACPRV10","Faculty Provide: Encouragement to pursue graduate/professional study","FACPRV10.occasionally",0.454248431317693,275,"CSS","College Senior Survey"
"FACPRV13","Faculty Provide: Help in achieving your professional goals","FACPRV13.frequently",0.302549671230927,258,"CSS","College Senior Survey"
"FACPRV13","Faculty Provide: Help in achieving your professional goals","FACPRV13.notatall",0.17855910999666,258,"CSS","College Senior Survey"
"FACPRV13","Faculty Provide: Help in achieving your professional goals","FACPRV13.occasionally",0.518891218772413,258,"CSS","College Senior Survey"
"FACPRV15","Faculty Provide: Honest feedback about your skills and abilities","FACPRV15.frequently",0.417851239669422,221,"CSS","College Senior Survey"
"FACPRV15","Faculty Provide: Honest feedback about your skills and abilities","FACPRV15.notatall",0.0828650137741047,221,"CSS","College Senior Survey"
"FACPRV15","Faculty Provide: Honest feedback about your skills and abilities","FACPRV15.occasionally",0.499283746556474,221,"CSS","College Senior Survey"
"FACPRV16","Faculty Provide: Intellectual challenge and stimulation","FACPRV16.frequently",0.477874301402098,311,"CSS","College Senior Survey"
"FACPRV16","Faculty Provide: Intellectual challenge and stimulation","FACPRV16.notatall",0.0519384253358172,311,"CSS","College Senior Survey"
"FACPRV16","Faculty Provide: Intellectual challenge and stimulation","FACPRV16.occasionally",0.470187273262085,311,"CSS","College Senior Survey"
"FACPRV17","Faculty Provide: Negative feedback about your abilities and skills","FACPRV17.frequently",0.060007554907992,215,"CSS","College Senior Survey"
"FACPRV17","Faculty Provide: Negative feedback about your abilities and skills","FACPRV17.notatall",0.479700681740507,215,"CSS","College Senior Survey"
"FACPRV17","Faculty Provide: Negative feedback about your abilities and skills","FACPRV17.occasionally",0.460291763351501,215,"CSS","College Senior Survey"
"FACPRV18","Faculty Provide: Negative Feedback about your Academic Work","FACPRV18.frequently",0.0667060826531338,258,"CSS","College Senior Survey"
"FACPRV18","Faculty Provide: Negative Feedback about your Academic Work","FACPRV18.notatall",0.412756546064697,258,"CSS","College Senior Survey"
"FACPRV18","Faculty Provide: Negative Feedback about your Academic Work","FACPRV18.occasionally",0.520537371282169,258,"CSS","College Senior Survey"
"FACPRV19","Faculty Provide: Respect (treated you like a colleague/peer)","FACPRV19.frequently",0.583512962651446,311,"CSS","College Senior Survey"
"FACPRV19","Faculty Provide: Respect (treated you like a colleague/peer)","FACPRV19.notatall",0.0463658804705441,311,"CSS","College Senior Survey"
"FACPRV19","Faculty Provide: Respect (treated you like a colleague/peer)","FACPRV19.occasionally",0.37012115687801,311,"CSS","College Senior Survey"
"GENACT04","Act in Part Year: Been lonely or homesick","GENACT04.frequently",0.060752448430197,246,"CSS","College Senior Survey"
"GENACT04","Act in Part Year: Been lonely or homesick","GENACT04.notatall",0.408495598606088,246,"CSS","College Senior Survey"
"GENACT04","Act in Part Year: Been lonely or homesick","GENACT04.occasionally",0.530751952963715,246,"CSS","College Senior Survey"
"GENACT07","Act in Past Year: Discussed politics","GENACT07.frequently",0.18195812913913,318,"CSS","College Senior Survey"
"GENACT07","Act in Past Year: Discussed politics","GENACT07.notatall",0.252051699733787,318,"CSS","College Senior Survey"
"GENACT07","Act in Past Year: Discussed politics","GENACT07.occasionally",0.565990171127083,318,"CSS","College Senior Survey"
"GENACT15","Act in Part Year: Felt depressed","GENACT15.frequently",0.077114281222982,318,"CSS","College Senior Survey"
"GENACT15","Act in Part Year: Felt depressed","GENACT15.notatall",0.356850454557363,318,"CSS","College Senior Survey"
"GENACT15","Act in Part Year: Felt depressed","GENACT15.occasionally",0.566035264219655,318,"CSS","College Senior Survey"
"GENACT18","Act in Past Year: Felt lonely or homesick","GENACT18.frequently",0.0570319951443683,258,"CSS","College Senior Survey"
"GENACT18","Act in Past Year: Felt lonely or homesick","GENACT18.notatall",0.451264848695049,258,"CSS","College Senior Survey"
"GENACT18","Act in Past Year: Felt lonely or homesick","GENACT18.occasionally",0.491703156160583,258,"CSS","College Senior Survey"
"GENACT19","Act in Part Year: Felt overwhelmed by all I had to do","GENACT19.frequently",0.344661162429494,318,"CSS","College Senior Survey"
"GENACT19","Act in Part Year: Felt overwhelmed by all I had to do","GENACT19.notatall",0.0759453936074552,318,"CSS","College Senior Survey"
"GENACT19","Act in Part Year: Felt overwhelmed by all I had to do","GENACT19.occasionally",0.579393443963051,318,"CSS","College Senior Survey"
"GENACT22","Act in Part Year: Participated in organized demonstrations","GENACT22.frequently",0.0226987656666023,318,"CSS","College Senior Survey"
"GENACT22","Act in Part Year: Participated in organized demonstrations","GENACT22.notatall",0.804822054908023,318,"CSS","College Senior Survey"
"GENACT22","Act in Part Year: Participated in organized demonstrations","GENACT22.occasionally",0.172479179425375,318,"CSS","College Senior Survey"
"GENACT26","Act in Part Year: Performed volunteer work","GENACT26.frequently",0.172313722410894,318,"CSS","College Senior Survey"
"GENACT26","Act in Part Year: Performed volunteer work","GENACT26.notatall",0.271048860446399,318,"CSS","College Senior Survey"
"GENACT26","Act in Part Year: Performed volunteer work","GENACT26.occasionally",0.556637417142708,318,"CSS","College Senior Survey"
"GENACT28","Act in Part Year: Received career/vocational counseling","GENACT28.frequently",0.0675387079551522,56,"CSS","College Senior Survey"
"GENACT28","Act in Part Year: Received career/vocational counseling","GENACT28.notatall",0.44654297917779,56,"CSS","College Senior Survey"
"GENACT28","Act in Part Year: Received career/vocational counseling","GENACT28.occasionally",0.485918312867058,56,"CSS","College Senior Survey"
"GENACT30","Act in Part Year: Socialized with someone of another racial/ethnic group","GENACT30.frequently",0.467232557683637,318,"CSS","College Senior Survey"
"GENACT30","Act in Part Year: Socialized with someone of another racial/ethnic group","GENACT30.notatall",0.0469375886246757,318,"CSS","College Senior Survey"
"GENACT30","Act in Part Year: Socialized with someone of another racial/ethnic group","GENACT30.occasionally",0.485829853691687,318,"CSS","College Senior Survey"
"GENACT31","Act in Past Year: Sought personal counseling","GENACT31.frequently",0.031946367016801,258,"CSS","College Senior Survey"
"GENACT31","Act in Past Year: Sought personal counseling","GENACT31.notatall",0.802513367532503,258,"CSS","College Senior Survey"
"GENACT31","Act in Past Year: Sought personal counseling","GENACT31.occasionally",0.165540265450696,258,"CSS","College Senior Survey"
"GENACT35","Act in Past Year: Visited a museum or art gallery","GENACT35.frequently",0.0921301356209487,280,"CSS","College Senior Survey"
"GENACT35","Act in Past Year: Visited a museum or art gallery","GENACT35.notatall",0.334804336021006,280,"CSS","College Senior Survey"
"GENACT35","Act in Past Year: Visited a museum or art gallery","GENACT35.occasionally",0.573065528358045,280,"CSS","College Senior Survey"
"GENACT36","Act in Past Year: Voted in state/national election","GENACT36.frequently",0.202054252837202,199,"CSS","College Senior Survey"
"GENACT36","Act in Past Year: Voted in state/national election","GENACT36.notatall",0.426153663648226,199,"CSS","College Senior Survey"
"GENACT36","Act in Past Year: Voted in state/national election","GENACT36.occasionally",0.371792083514572,199,"CSS","College Senior Survey"
"GENACT37","Act in Past Year: Worked on a local, state, or national political campaign","GENACT37.frequently",0.0150306377345868,266,"CSS","College Senior Survey"
"GENACT37","Act in Past Year: Worked on a local, state, or national political campaign","GENACT37.notatall",0.923338054130223,266,"CSS","College Senior Survey"
"GENACT37","Act in Past Year: Worked on a local, state, or national political campaign","GENACT37.occasionally",0.0616313081351903,266,"CSS","College Senior Survey"
"GOAL02","Goal: Becoming a community leader","GOAL02.essential",0.09819116963164,318,"CSS","College Senior Survey"
"GOAL02","Goal: Becoming a community leader","GOAL02.notimportant",0.253388954057374,318,"CSS","College Senior Survey"
"GOAL02","Goal: Becoming a community leader","GOAL02.somewhatimportant",0.400750324492785,318,"CSS","College Senior Survey"
"GOAL02","Goal: Becoming a community leader","GOAL02.veryimportant",0.247669551818201,318,"CSS","College Senior Survey"
"GOAL03","Goal: Becoming accomplished in one of the performing arts (acting, dancing, etc.)","GOAL03.essential",0.0621231470022907,318,"CSS","College Senior Survey"
"GOAL03","Goal: Becoming accomplished in one of the performing arts (acting, dancing, etc.)","GOAL03.notimportant",0.619575949867032,318,"CSS","College Senior Survey"
"GOAL03","Goal: Becoming accomplished in one of the performing arts (acting, dancing, etc.)","GOAL03.somewhatimportant",0.231358118960478,318,"CSS","College Senior Survey"
"GOAL03","Goal: Becoming accomplished in one of the performing arts (acting, dancing, etc.)","GOAL03.veryimportant",0.0869427841701993,318,"CSS","College Senior Survey"
"GOAL04","Goal: Becoming an authority in my field","GOAL04.essential",0.230309210526316,318,"CSS","College Senior Survey"
"GOAL04","Goal: Becoming an authority in my field","GOAL04.notimportant",0.0813322368421053,318,"CSS","College Senior Survey"
"GOAL04","Goal: Becoming an authority in my field","GOAL04.somewhatimportant",0.272542763157895,318,"CSS","College Senior Survey"
"GOAL04","Goal: Becoming an authority in my field","GOAL04.veryimportant",0.415815789473684,318,"CSS","College Senior Survey"
"GOAL05","Goal: Becoming involved in programs to clean up the environment","GOAL05.essential",0.0574739931087921,318,"CSS","College Senior Survey"
"GOAL05","Goal: Becoming involved in programs to clean up the environment","GOAL05.notimportant",0.283897983744663,318,"CSS","College Senior Survey"
"GOAL05","Goal: Becoming involved in programs to clean up the environment","GOAL05.somewhatimportant",0.484742074286562,318,"CSS","College Senior Survey"
"GOAL05","Goal: Becoming involved in programs to clean up the environment","GOAL05.veryimportant",0.173885948859983,318,"CSS","College Senior Survey"
"GOAL06","Goal: Becoming successful in a business of my own","GOAL06.essential",0.129716234400148,318,"CSS","College Senior Survey"
"GOAL06","Goal: Becoming successful in a business of my own","GOAL06.notimportant",0.37900055407509,318,"CSS","College Senior Survey"
"GOAL06","Goal: Becoming successful in a business of my own","GOAL06.somewhatimportant",0.285262921822643,318,"CSS","College Senior Survey"
"GOAL06","Goal: Becoming successful in a business of my own","GOAL06.veryimportant",0.206020289702119,318,"CSS","College Senior Survey"
"GOAL07","Goal: Being very well off financially","GOAL07.essential",0.216856724424479,318,"CSS","College Senior Survey"
"GOAL07","Goal: Being very well off financially","GOAL07.notimportant",0.100613779598822,318,"CSS","College Senior Survey"
"GOAL07","Goal: Being very well off financially","GOAL07.somewhatimportant",0.334574056704678,318,"CSS","College Senior Survey"
"GOAL07","Goal: Being very well off financially","GOAL07.veryimportant",0.347955439272021,318,"CSS","College Senior Survey"
